Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC72748;All_is_quiet_on_the_Northern_Frontier_as_the_blood_of_the_fallen_stains_red_the_snow_of_Canada._John_Quincy_Adam_once_said_the_United_States_does_not_go_abroad_in_search_of_monsters_to_destroy,_and_yet_how_foolish_are_we_for_bringing_the_beast_to_our_very_doorstep._The_War_Hawks_in_Washington_promised_to_bring_the_American_people_to_glory,_but_instead_have_brought_disaster_upon_this_great_nation._Not_only_does_Canada_remain_under_British_rule,_but_now_several_of_the_United_States_northern_territories_along_with_our_gains_from_the_Oregon_Wars_have_been_lost._To_make_matters_worse,_the_New_England_states_including_New_York_have_become_another_puppet_state_of_the_imperial_crown._Riots_against_the_statesman_in_the_District_Colombia_for_their_ignorance_are_bound_to_break_out._This_will_be_a_day_that_forever_haunts_the_American_spirit.;;;;;;;;;;;;;
EVTDESC72740;What_an_embarrassing_day_for_Empire_of_Great_Britain._Truly_we_are_the_laughing_stock_of_Europe_for_being_beaten_so_badly_by_our_former_subjects._Not_only_has_America_seized_everything_north_of_the_50th_Parallel,_but_they_have_also_taken_all_British_territories_in_the_Caribbean_and_South_America._The_Treaty_of_Philadelphia_has_also_resulted_British_spheres_of_influenced_in_the_New_World_being_expelled_and_replaced_with_the_United_States._The_British_crown_has_been_dented_by_this_defeat_and_our_international_reputation_is_severely_stained.;;;;;;;;;;;;;
EVTDESC72738;After_the_Crusade_for_Canada,_great_swaths_of_lands_came_under_American_control._Both_Anglo_and_French_Canadians_were_liberated_thanks_the_Treaty_of_Philadelphia._France_has_recently_offered_to_purchase_Quebec_from_us_citing_cultural_bonds_and_the_need_to_undo_the_wrongs_of_the_British_Empire_done_against_French_Canadians._Some_in_Washington_are_in_favor_of_such_a_deal_believing_that_America_is_an_Anglo_nation_that_French_Canadians_could_never_integrate_in._There_is_also_the_fact_the_French_are_currently_offering_a_large_sum_in_exchange_for_Quebec_and_America_is_always_in_need_of_more_funds._Others_argue_it_would_be_wrong_to_transfer_Quebec_to_France_without_first_ensuring_French_Canadians_have_a_right_to_home_rule_even_if_France_would_not_likely_pay_the_full_price_currently_on_the_table._Many_are_adamant_that_to_sell_American_lands_to_European_powers_is_an_offense_to_the_patriots_who_died_for_it.;;;;;;;;;;;;;
EVTDESC93744;While_the_French-Canadians_share_our_colonial_spirit_and_history,_their_culture_and_language_is_unique_from_the_rest_of_Anglo_Protestant_nation._The_question_there_for_arises_what_is_to_be_done_with_them?_Should_we_attempt_to_integrate_them,_or_would_it_be_better_off_for_them_to_have_autonomy_in_the_Union?;;;;;;;;;;;;;
monroe2;Expel the Imperialist;Peuple libre;Freies Volk;;;;;;;;;;;
monroe2_desc;Drive out the Invaders from the Americas;Libérer un 'pays' de ses oppresseurs;Befreien Sie ein 'Land' von seinen Unterdrëkern.;;;;;;;;;;;
monroe2_short;Seize the colonial holdings in the New World;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;;;;;;;;;;
monroe2_setup;Seize the colonial holdings in the New World;Prendre $STATE$ de $RECIPIENT$ pour le rendre à $THIRD$;Geben Sie $STATE$ an $THIRD$ von $RECIPIENT$ zurück;;;;;;;;;;;
shield_NW_title;The Shield of the New World;;;;;;;;;;;;;
shield_NW_desc;§RGain 10 infamy§! In 1823, the United States adopted the Monroe Doctrine to safeguard the infant revolutions in the Americas from European aggression. However, we cannot continue to ignore the cries of the oppressed that still suffer under the rule of tyrants. It is time the United States fulfill its divine duty to be a Shield for Democracy in the New World. The Imperialist have been banished from Canada, now let us clean up the rest.;;;;;;;;;;;;;
NW_hegemony_title;Declare American Hegemony Over the New World;;;;;;;;;;;;;
NW_hegemony_desc;Foreign powers have been successfully banished and the New World is now firmly under the protection of the United States. It is time to begin the process of reorganizing the American nations to strengthen themselves against threats from across the oceans so that they might never be oppressed again. As long as the United States maintains the principles of democracy and liberty, then the continents of the New World will remain safe and be able to prosper.;;;;;;;;;;;;;
outside_form_FRCA_title;Reunite Central America;;;;;;;;;;;;;
outside_form_FRCA_desc;The states of Central America were once reunited under one flag, but the flag burned as quickly as it was raised. Although Central America was not state under the Federal Republic, it is not any better for it to separated into small and bickering countries. With American supervision and support, the Federal Republic can be reborn.;;;;;;;;;;;;;
mexican_monarch_title;Question of the Mexican Monarch;;;;;;;;;;;;;
mexican_monarch_desc;Although European powers have been expelled from the New World, the traces of their monarchical ideals still linger. Most concerning of which is the Mexican Empire that sits on our southern borders. A decision must be reached on how the United States should deal with this sensitive issue and whether action should be taken on Mexico.;;;;;;;;;;;;;
YUC_MMwar_title;Incite a Revolt in the Yucatan;;;;;;;;;;;;;
YUC_MMwar_desc;In order to pull Mexican troops away from our borders, we can incite a revolt among the rebellious Mayans of the Yucatan peninsula. Our troops in the region can arm the local populace to take up arms against their rulers in Mexico City. Although rebellions are expensive things.;;;;;;;;;;;;;
GUA_MMWar_title;Seize Tapachula;;;;;;;;;;;;;
GUA_MMWar_desc;§RGain 1 infamy§! The chaos in the Yucatan has separated Tapachula from the rest of Mexico allowing us an opportunity to take land that is rightfully ours. We might be invaded for it, but that is a risk we must take.;;;;;;;;;;;;;
form_CRB_USA_title;Unite the Caribbean States;;;;;;;;;;;;;
form_CRB_USA_desc;The small islands of the Caribbean are a diverse collection of varying languages and nationalities with a complicated history of colonization. As different as these peoples are perhaps the United States can unite both the Greater and Lesser Antilles under one flag of common democracy.;;;;;;;;;;;;;
LSK_form_title;The Future of Alaska;;;;;;;;;;;;;
LSK_form_desc;The United States has successfully seized Alaska, but arguments have erupted on what to do with the barren land up north. The obvious answer is to continue to hold Alaska and develop the land, but there are some how says that to do so would be imperialistic. A decision must be reached.;;;;;;;;;;;;;
andean_congress_title;The Andean Congress;;;;;;;;;;;;;
andean_congress_desc;After centralizing our authority in North America, we can move on to reorganizing and strengthening the states of South America. The forming of two unions along the Andean Mountain range is our boldest plan yet. To the north, Simon Bolivar's dream of Gran Colombia will be brought back to life and to the south the once despotic Peru-Bolivian Confederation will be reformed into a democratic state.;;;;;;;;;;;;;
CHL_andean_title;Join Chile to the Andes Federation;;;;;;;;;;;;;
CHL_andean_desc;§RGain 3 infamy§W Although this might be considered a radical idea by some, it is necessary that Chile be joined with the Andes Federation to ensure that the whole mountain range is under our control and supervision. The United States will dispatch our intentions the Chilean government, but we have no way of knowing if they will agree to such a union. It is the hope of everyone that the use of force will not be necessary.;;;;;;;;;;;;;
CHL_andean_force_title;Force Chile into the Andes Federation;;;;;;;;;;;;;
CHL_andean_force_desc;Sadly, democracy had to be defended in Chile through less than peaceful means. Now that peace has come, and the calm restored, we can begin our process of joining Chile to the Andes Federation. By doing so, we can put the War of the Pacific behind us all for good.;;;;;;;;;;;;;
panama_compromise_title;Issues in the Panama Isthmus;;;;;;;;;;;;;
panama_compromise_desc;Although Panama is technically under the jurisdiction of the Colombians, there are many on the isthmus who would rather join the Federal Republic in Central America. To prevent conflict from erupting, the United States is in a position to peacefully resolve the issue and settle for good who rules Panama.;;;;;;;;;;;;;
BRZ_USA_title;Imperial Questions in Brazil;;;;;;;;;;;;;
BRZ_USA_desc;The United States has declared itself the protector of democracy in the New World, and while the foreign powers of Europe may have been completely banished, traces of their reign remain. In Brazil, the European ties of the ruling Braganza family are undeniable. What is the place of monarchies in this New World, and how should the United States act towards the Braganza families in Brazil.;;;;;;;;;;;;;
LPL_USA_title;Form the United Provinces of La Plata;;;;;;;;;;;;;
LPL_USA_desc;In the United States continuing efforts to strengthen our control and ensure lasting peace South America, we can attempt to unite the people of the Rio de la Plata. The Argentinians have always been pushing for a more centralized state, and we are able to assist them. The United Provinces will live again and greater than ever before.;;;;;;;;;;;;;
NEN_rename_title;Rename Independence to New England;;;;;;;;;;;;;
NEN_rename_desc;The renaming of New England was always a silly idea that was never popular with those living in the region. Now that sensibility has returned, its time for the proper name of New England to return to common usage.;;;;;;;;;;;;;
EVTDESC7597306;The_foreign_imperialists_are_gone,_but_what_about_the_empires_that_remain?_Are_they_saboteurs_disguised_as_heads_of_states?_Can_democracy_ever_truly_be_guaranteed_if_a_unelected_man_holds_the_highest_office?_Questions_like_these_are_abound_in_Washington_as_the_issue_what_should_be_done_about_the_Mexican_Empire._Can_a_royal_family_exist_in_this_New_World_of_liberty_the_United_States_is_attempting_to_build?;;;;;;;;;;;;;
EVTDESC1726880;Recently_our_neighbors_to_the_north_have_been_on_crusade_against_Imperialism,_but_now_that_all_existential_threats_have_been_vanquished,_the_mad_revolutionaries_have_been_scouring_the_continent_for_problems._While_the_United_States_seems_to_have_no_issues_with_our_monarchy,_they_have_demanded_that_we_institute_some_reforms_which_they_believe_will_serve_as_safe_guards_for_democracy._Needless_to_say,_this_is_a_huge_infringement_on_Mexican_sovereignty_and_to_abide_by_these_demands_will_ruffle_the_feathers_of_the_traditionalist._However,_to_refuse_will_not_only_anger_the_liberals,_but_might_even_spur_the_Americans_to_invade.;;;;;;;;;;;;;
EVTDESC2786154;Recently_our_neighbors_to_the_north_have_been_on_crusade_against_Imperialism,_but_now_that_all_existential_threats_have_been_vanquished,_the_mad_revolutionaries_have_been_scouring_the_continent_for_problems._While_the_United_States_seems_to_have_no_issues_with_our_monarchy,_they_have_demanded_that_our_Emperor_abdicate_in_favor_of_a_more_Republican_model._Needless_to_say,_this_is_a_huge_infringement_on_Mexican_sovereignty_and_to_abide_by_these_demands_will_ruffle_the_feathers_of_the_traditionalist._However,_to_refuse_will_not_only_anger_the_liberals,_but_might_even_spur_the_Americans_to_invade.;;;;;;;;;;;;;
EVTDESC8981518;Our_demands_to_the_Mexican_Empire_have_been_met_with_a_harsh_rebuttal._US-Mexican_relations_are_at_a_low,_and_the_more_aggressive_Congressmen_have_been_calling_for_war._Should_we_respect_Mexican_sovereignty_or_guarantee_democracy?;;;;;;;;;;;;;
EVTDESC5578766;We_have_received_reports_that_American_troops_have_been_arming_the_Mayan_population_in_the_Yucatan_and_now_the_entire_peninsula_is_in_a_full_blown_rebellion.;;;;;;;;;;;;;
EVTDESC8016634;The_Caribbean_is_a_diverse_cluster_of_islands_colonized_by_a_wide_array_of_nations_and_people,_some_who_arrived_more_willing_than_others._Never_the_less,_the_United_States_is_gifting_upon_those_many_islands_an_opportunity_to_be_something_greater._Although_now_that_all_the_Antilles_are_under_one_flag,_the_question_remains_where_shall_the_capital_be._Should_it_be_in_the_oldest_city_in_the_Caribbean,_Havana,_or_a_more_central_location_like_Jamaica._The_Haitians_share_our_revolutionary_spirit,_although_perhaps_to_an_extreme_that_not_everyone_is_comfortable_with.;;;;;;;;;;;;;
EVTDESC5853546;When_American_ships_sailed_into_various_ports_in_Alaska_to_announce_to_the_local_population_their_liberation_into_American_hands,_most_were_either_unaware_there_was_a_war_or_apathetic_towards_the_regime_change._Although_the_most_logical_action_would_be_to_incorporate_Alaska_as_a_territory_of_the_United_States,_some_argue_this_would_be_imperialistic_in_nature_and_infringe_upon_the_rights_of_population_in_Alaska._The_majority_Inuit_population_shows_no_interest_in_state_building,_and_the_small_European_Alaskan_population_is_so_small_that_it_would_not_take_long_for_American_settlers_to_outnumber_them._Although_as_barren_as_the_land_is,_it_would_be_a_harmless_yet_prestigious_display_of_good_will_to_give_it_independence,_under_tight_American_supervision_of_course.;;;;;;;;;;;;;
EVTDESC7391609;The_recent_invasion_of_the_Mexican_Empire_by_the_United_States_has_alarmed_many_here_in_Brazil._There_are_rumors_in_the_royal_court_that_it_will_be_only_a_matter_of_time_before_the_United_States_strikes_south_and_attempts_to_oust_Brazilian_monarchy._None_this_is_helped_by_the_fact_that_liberals_and_other_pro-republic_factions_have_been_inspired_by_the_United_States_recent_revolutionary_fervor._It_might_be_for_the_best_if_the_Brazilian_royal_family_were_to_slip_away_to_safety_in_Europe.;;;;;;;;;;;;;
EVTDESC9452276;The_monarchy_of_Brazil_has_fled_Rio,_allowing_pro-democracy_forces_to_seize_the_capital_and_transform_the_country_into_a_republic._It_would_seem_are_ideals_of_liberty_our_spreading_throughout_the_New_World.;;;;;;;;;;;;;
EVTDESC3886062;Brazil's_transition_into_a_republic_has_not_been_as_stable_as_some_have_hoped._There_are_frequent_clashes_in_the_streets_between_conservatives_and_liberals_which_end_in_large_amount_of_bloodshed_by_both_sides._Something_must_be_done,_and_those_on_the_right_are_demanding_the_military_step_in_to_secure_order_and_centralize_the_state._This_might_grant_some_stability,_but_it_would_be_a_betrayal_to_the_ideas_of_democracy.;;;;;;;;;;;;;
EVTDESC2791898;In_attempt_to_ensure_stability,_a_military_strongman_in_Brazil_has_taken_emergency_measures_and_in_doing_so_severely_restricted_the_democratic_rights_guaranteed_by_the_previous_government._Many_in_the_United_States_view_this_recent_regime_change_as_something_just_as_tyrannical_if_not_more_so_than_the_monarchy_that_preceded_the_revolution._There_are_some_the_United_States_that_are_tired_of_frequently_interfering_in_the_affairs_of_other_American_countries._It_might_be_for_the_best_to_simply_recognize_the_new_government.;;;;;;;;;;;;;
EVTDESC1595471;When_the_United_States_caught_wind_of_the_military_seizing_power,_they_almost_immediately_pressured_the_new_government_to_step_down_and_allow_for_elections._Although_the_United_States_is_supposed_to_protect_the_New_World_not_invade_it,_Brazil_must_be_cautious_in_how_it_reacts_to_our_Anglo_neighbors_to_the_north._It_would_be_foolish_to_go_head_to_head_with_the_United_States,_but_cowardly_to_simply_bend_to_their_wishes.;;;;;;;;;;;;;
EVTDESC2931608;The_military_government_has_refused_to_allow_for_free_and_open_elections._If_we_want_democracy_to_prevail_in_Brazil,_we_may_have_to_invade._An_unpopular_idea,_but_a_necessity.;;;;;;;;;;;;;
EVTDESC4949670;The_Brazilian_government_has_agreed_to_reforms_and_elections_are_on_course_to_take_place._Another_victory_for_American_diplomacy.;;;;;;;;;;;;;
EVTDESC1225875;The_United_States_has_demanded_that_we_join_the_newly_formed_Andes_Republic._The_obvious_choice_is_to_refuse_as_Chile_is_a_sovereign_state._But_then_again,_we_might_not_want_to_anger_the_American_eagle.;;;;;;;;;;;;;
EVTDESC7859305;Chile_has_refused_to_join_the_Andes_Republic_on_the_principle_of_sovereignty_and_what_not._For_the_good_of_the_New_World_and_for_the_stability_of_South_America,_the_obvious_choice_is_to_send_a_democratic_expedition_to_Chile._Although_there_are_many_who_would_see_this_as_gross_violation_of_Chilean_rights,_everything_the_United_States_does_is_for_the_greater_good.;;;;;;;;;;;;;
EVTDESC3552310;Although_Panama_is_technically_under_the_jurisdiction_of_the_Colombians,_there_are_many_on_the_isthmus_who_would_rather_join_the_Federal_Republic_in_Central_America._The_United_States_is_in_a_position_to_peacefully_resolve_the_issue_to_prevent_conflict_from_erupting_and_settle_for_good_who_rules_Panama._Panama_can_either_join_the_FRCA,_stay_under_the_control_of_Gran_Colombia,_or_perhaps_dividing_the_isthmus_between_the_two_is_a_suitable_compromise.;;;;;;;;;;;;;
EVTDESC8133696;The_foreign_imperialists_are_gone,_but_what_about_the_empires_that_remain?_Are_they_saboteurs_disguised_as_heads_of_states?_Can_democracy_ever_truly_be_guaranteed_if_an_unelected_man_holds_the_highest_office?_Questions_like_these_are_abound_in_Washington_as_the_issue_what_should_be_done_about_the_Brazilian_Empire._Can_a_royal_family_exist_in_this_New_World_of_liberty_the_United_States_is_attempting_to_build?;;;;;;;;;;;;;
EVTDESC5984582;Recently_our_neighbors_to_the_north_have_been_on_crusade_against_Imperialism,_but_now_that_all_existential_threats_have_been_vanquished,_the_mad_revolutionaries_have_been_scouring_the_continent_for_problems._While_the_United_States_seems_to_have_no_issues_with_our_monarchy,_they_have_demanded_that_we_institute_some_reforms_which_they_believe_will_serve_as_safe_guards_for_democracy._Needless_to_say,_this_is_a_huge_infringement_on_Brazilian_sovereignty_and_to_abide_by_these_demands_will_ruffle_the_feathers_of_the_traditionalist._However,_to_refuse_will_not_only_anger_the_liberals,_but_might_even_spur_the_Americans_to_invade.;;;;;;;;;;;;;
EVTDESC4640050;Recently_our_neighbors_to_the_north_have_been_on_crusade_against_Imperialism,_but_now_that_all_existential_threats_have_been_vanquished,_the_mad_revolutionaries_have_been_scouring_the_continent_for_problems._While_the_United_States_seems_to_have_no_issues_with_our_monarchy,_they_have_demanded_that_our_Emperor_abdicate_in_favor_of_a_more_Republican_model._Needless_to_say,_this_is_a_huge_infringement_on_Brazilian_sovereignty_and_to_abide_by_these_demands_will_ruffle_the_feathers_of_the_traditionalist._However,_to_refuse_will_not_only_anger_the_liberals,_but_might_even_spur_the_Americans_to_invade.;;;;;;;;;;;;;
EVTDESC7078003;Our_demands_to_the_Brazilian_Empire_have_been_met_with_a_harsh_rebuttal._US-Brazilian_relations_are_at_a_low,_and_the_more_aggressive_Congressmen_have_been_calling_for_war._Should_we_respect_Brazilian_sovereignty_or_guarantee_democracy?_;;;;;;;;;;;;;
EVTDESC7680756;Due_to_war,_civil_unrest,_and_the_overall_lost_of_democratic_morals_and_republican_values,_the_United_States_of_America_is_no_longer_the_shining_light_of_liberty_that_it_once_was._The_collapse_of_American_institutions_and_decline_of_American_power_means_the_United_States_is_no_longer_able_to_manage_its_hegemonic_grip_over_the_New_World._Uncertainty_strikes_the_Americas_and_the_future_of_the_democratic_states_we_have_created_remains_unstable_without_American_backing._Once_again,_the_New_World_will_be_open_to_exploitation_by_foreign_tyrants._Perhaps_one_day_the_United_States_will_be_able_to_recover_its_dignity,_but_that_day_is_a_long_way_off.;;;;;;;;;;;;;
EVTDESC2667604;Due_to_a_wide_array_of_factors,_both_external_and_internal,_the_United_States_is_no_longer_the_hegemony_it_once_claimed_to_be._The_New_World_is_now_in_disarray_as_American_support_to_North_and_South_American_states_is_being_cut_and_relations_severed.;;;;;;;;;;;;;
EVTDESC5220256;Due_to_the_collapse_of_American_hegemony,_$COUNTRY$_is_at_a_cross_roads._Should_we_end_the_union_created_under_American_supervision,_or_enact_emergency_measures_to_ensure_the_future_of_$COUNTRY$._Choosing_the_latter_will_lead_to_an_era_of_civil_unrest_as_we_struggle_to_establish_our_legitimacy_without_the_backing_of_our_American_overlords.;;;;;;;;;;;;;
EVTDESC4408766;Due_to_the_collapse_of_American_hegemony,_$COUNTRY$_is_at_a_cross_roads._Should_we_end_the_union_created_under_American_supervision,_or_enact_emergency_measures_to_ensure_the_future_of_$COUNTRY$._Choosing_the_latter_will_lead_to_an_era_of_civil_unrest_as_we_struggle_to_establish_our_legitimacy_without_the_backing_of_our_American_overlords.;;;;;;;;;;;;;
EVTDESC4634701;Due_to_the_collapse_of_American_hegemony,_$COUNTRY$_is_at_a_cross_roads._Should_we_end_the_union_created_under_American_supervision,_or_enact_emergency_measures_to_ensure_the_future_of_$COUNTRY$._Choosing_the_latter_will_lead_to_an_era_of_civil_unrest_as_we_struggle_to_establish_our_legitimacy_without_the_backing_of_our_American_overlords.;;;;;;;;;;;;;
EVTDESC7281959;Due_to_the_collapse_of_American_hegemony,_$COUNTRY$_is_at_a_cross_roads._Should_we_end_the_union_created_under_American_supervision,_or_enact_emergency_measures_to_ensure_the_future_of_$COUNTRY$._Choosing_the_latter_will_lead_to_an_era_of_civil_unrest_as_we_struggle_to_establish_our_legitimacy_without_the_backing_of_our_American_overlords.;;;;;;;;;;;;;
EVTDESC4580109;Due_to_the_collapse_of_American_hegemony,_$COUNTRY$_is_at_a_cross_roads._Should_we_end_the_union_created_under_American_supervision,_or_enact_emergency_measures_to_ensure_the_future_of_$COUNTRY$._Choosing_the_latter_will_lead_to_an_era_of_civil_unrest_as_we_struggle_to_establish_our_legitimacy_without_the_backing_of_our_American_overlords.;;;;;;;;;;;;;
EVTDESC8870778;Due_to_the_collapse_of_American_hegemony,_$COUNTRY$_is_at_a_cross_roads._Should_we_end_the_union_created_under_American_supervision,_or_enact_emergency_measures_to_ensure_the_future_of_$COUNTRY$._Choosing_the_latter_will_lead_to_an_era_of_civil_unrest_as_we_struggle_to_establish_our_legitimacy_without_the_backing_of_our_American_overlords.;;;;;;;;;;;;;
EVTDESC1602682;Although_New_England_serves_only_as_a_colloquial_name_to_the_collection_small_states_of_the_North_East,_there_are_many_patriots,_although_some_would_call_them_radicals,_who_believe_that_in_this_new_era_of_revolution_it_is_inappropriate_bordering_on_treasonous_for_a_region_of_this_great_nation_to_bear_the_same_name_as_its_former_oppressors._As_such,_these_devoted_men_of_liberty_wish_to_rename_it_to_something_more_befitting_of_a_democratic_society.;;;;;;;;;;;;;
oklahoma_rename_mex_title;Rename Reserva;;;;;;;;;;;;;
oklahoma_rename_mex_desc;Now that Reserva is under our control, we should name it to its Mexican exonym.;;;;;;;;;;;;;
kansas_rename_mex_title;Rename Resurgimiento;;;;;;;;;;;;;
kansas_rename_mex_desc;Now that Resurgimiento is under our control, we should name it to its Mexican exonym.;;;;;;;;;;;;;
