Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;
EVTDESC666606;\n\nThe_Japanese_Far_East_is_now_almost_entirely_emptied_of_Russian_inhabitants,_leaving_behind_barren_settlements_and_little_trace_of_human_life._From_Irkutsk_to_Kamchatka,_Russian_citizens_were_rounded_up_and_escorted_toward_Russian_territory—at_least_in_theory._In_practice,_many_who_resisted_were_killed,_and_only_skilled_workers_were_spared,_who_were_promptly_consigned_to_labor_camps._Meanwhile,_Yakutsk,_Nizheudinsk,_and_Kansk_overflow_with_refugees._They_die_by_the_scores:_Siberia_cannot_feed_them_all.;;;;;;;;;;;;;
EVTNAME666607;$COUNTRY_ADJ$ Forces Fail to Expel Russians;;;;;;;;;;;;;
EVTDESC666607;\n\nRussian_inhabitants_in_the_Far_East_have_quickly_mounted_armed_resistance_and_so_far_have_largely_thwarted_our_efforts_at_mass_expulsion._Skirmishes_between_our_soldiers_and_embattled_civilians_have_been_frequent,_with_Russian_subjects_crossing_the_border_to_lend_support._The_violence_has_also_meant_casualties_for_Japanese_settlers,_whom_the_Russian_population_has_targeted_in_retaliatory_killings.\n\nShould_we_continue_with_expulsion,_it_will_have_to_be_done_piecemeal,_avoiding_face-on_confrontation_with_armed_resistance.;;;;;;;;;;;;;
EVTNAME666608;We Shall Grant Military Access to Japan and Russia;;;;;;;;;;;;;
EVTDESC666608;\n\nThis_would_be_the_historically_accurate_decision._We_will_follow_it.;;;;;;;;;;;;;
EVTNAME666609;You Canceled Our Military Access;;;;;;;;;;;;;
EVTDESC666609;\n\nThat_was_not_appreciated._Restore_it.;;;;;;;;;;;;;
EVTNAME666610;$FROMCOUNTRY$ Grants Us Military Access;;;;;;;;;;;;;
EVTDESC666610;\n\nSince_we_are_contesting_control_of_Korea_and_northern_China,_it_is_only_natural_that_$FROMCOUNTRY$_grants_us_military_access_during_this_conflict.;;;;;;;;;;;;;
remove_jap_and_rus_military_access_title;Cancel Japanese and Russian Military Access;;;;;;;;;;;;;
remove_jap_and_rus_military_access_desc;The Russo-Japanese War has ended. Russian and Japanese forces must now return to their own borders.;;;;;;;;;;;;;
EVTNAME666611;$FROMCOUNTRY$ Cancels Our Military Access;;;;;;;;;;;;;
EVTDESC666611;\n\nThe_war_has_ended,_and_our_forces_must_now_depart._Our_military_access_in_$FROMCOUNTRY$_has_been_revoked.;;;;;;;;;;;;;
invade_manchuria_title;Invade Manchuria;;;;;;;;;;;;;
invade_manchuria_desc;China has always been a coveted objective for powers with the strength to seize it. Manchuria, in the northeast, is vast and resource-rich, and our recent Far Eastern gains make an invasion of it far easier. (This begins a war to disarm whichever Chinese-cultured state controlling Manchuria. After victory, a decision will appear allowing annexation of Manchuria.);;;;;;;;;;;;;
annex_manchuria_title;Annex Manchuria;;;;;;;;;;;;;
annex_manchuria_desc;Our Manchurian campaign has succeeded. Annexation can now begin.;;;;;;;;;;;;;
