Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
EVTDESC84205832;\n\nWith_our_recent_victories_in_the_Caucasus_against_the_Circassians_and_Dagestanis,_our_governance_of_the_region_came_into_question._While_our_"divide_and_conquer"_strategies_have_been_quite_effective,_the_advisors_to_the_Tsar_have_long_since_talked_about_how_the_Caucasus_Namestnik_needs_some_more_oversight,_with_charges_of_corruption_and_incompetence_being_present_since_the_we_first_left_Karl_Knorring_in_charge_of_the_region._Now_the_question_stands,_should_we_further_integrate_the_Namestnik,_or_should_we_let_our_viceroys_have_autonomy_to_expand_the_Russian_hold_in_the_region?;;;;;;;;;;;;;
ITA_create_yugoslavia_title;Organize Yugoslavia;;;;;;;;;;;;;
ITA_create_yugoslavia_desc;§RGain 5 infamy§! The Balkans have always been a playground for foreign empires. As we strive to prove ourselves as a true great power in Europe, we seek a sphere of influence of our own, with the Balkans emerging as the most promising target. By expanding our influence in the region, we can strip the Austrians and Turks of territory while creating allies who will be forever indebted to us, securing our place as the Masters of the Adriatic.;;;;;;;;;;;;;
RUS_create_yugoslavia_title;Hegemony over South Slavs;;;;;;;;;;;;;
RUS_create_yugoslavia_desc;§RGain 8 infamy§! The Balkans have always been a playground for foreign empires. Populated by South Slavic peoples, the region naturally falls within our sphere of influence, with many viewing us as brothers and liberators due to our role in freeing them from the Ottoman Empire. If we were to complete the liberation of the South Slavic people from the Ottoman and Austrian Empires, we could not only create a powerful ally but also gain access to a route that bypasses the Bosphorus and Dardanelles straits, allowing us to establish a naval presence in the Mediterranean Sea.;;;;;;;;;;;;;
AUS_create_yuguslavia_title;Quelling the Powder Keg;;;;;;;;;;;;;
AUS_create_yuguslavia_desc;§RGain 5 infamy§! The Balkans have always been a playground for foreign empires, including ourselves. We have long held an interest in the region, demonstrated by our control over Croatia and our rivalry with the Ottomans. While we have previously stated that we hold no interest in further expansion, the rise of nationalism has turned the Balkans into a powder keg waiting to explode. If we were to reassert our position, we might be able to organize the region in a way that quells the nationalist fires threatening to destabilize our empire in the future - even if it means angering Russia in the process.;;;;;;;;;;;;;
EVTDESC800800;\n\nAs_our_position_in_the_Balkans_is_secured,_our_troops_move_into_the_region_and_prepare_to_enforce_the_new_borders_being_drawn_in_$CAPITAL$._Now,_all_that_remains_is_to_decide_how_we_want_the_borders_of_the_region_to_look._The_only_certainty_is_that_we_are_to_take_control_of_Dalmatia_and_Vlorë_and_that_there_is_to_be_a_South_Slavic_state._However,_the_size_of_this_nation_remains_a_matter_of_discussion,_as_we_may_wish_to_strip_it_of_some_territory_to_make_the_region_easier_to_control.;;;;;;;;;;;;;
EVTDESC800801;\n\nAs_our_position_in_the_Balkans_is_secured,_our_troops_move_into_the_region_and_prepare_to_enforce_the_new_borders_being_drawn_in_$CAPITAL$._Now,_all_that_remains_is_to_decide_how_we_want_the_borders_of_the_region_to_look._While_most_of_our_advisors_and_supporters_favor_a_strong_South_Slavic_state,_it_may_be_in_our_best_interest_to_break_it_up_into_smaller_states_so_that_they_are_easier_to_control_while_still_remaining_loyal_allies_in_the_region.;;;;;;;;;;;;;
EVTDESC800802;\n\nWith_the_separation_of_Bulgaria_from_Belgrade,_the_matter_of_Macedonia_has_come_to_our_attention._The_region_is_a_melting_pot_of_Serbian,_Bulgarian,_and_Albanian_peoples_and_is_claimed_by_both_our_new_allies_in_Belgrade_and_by_Bulgaria._Both_parties_have_requested_that_we_grant_them_definitive_control_over_the_region,_which_contains_the_port_of_Solun_—_a_vital_asset_we_plan_to_use_to_bypass_the_straits_that_confine_us_to_the_Black_Sea._While_the_region_has_traditionally_been_part_of_Bulgaria,_we_could_grant_it_to_Belgrade_as_compensation_for_the_loss_of_Bulgaria_itself_and_other_territories.;;;;;;;;;;;;;
EVTDESC800803;\n\nAs_our_position_in_the_Balkans_is_secured,_our_troops_move_into_the_region_and_prepare_to_enforce_the_new_borders_being_drawn_in_$CAPITAL$._Now,_all_that_remains_is_to_decide_how_we_want_the_borders_of_the_region_to_look._Our_plan_is_to_annex_Bosnia_and_then_create_a_nominal_South_Slavic_state_by_uniting_Serbia_and_Montenegro_under_our_supervision_-_turning_a_potential_enemy_into_a_permanent_ally._Some_of_our_advisors_have_even_suggested_annexing_Belgrade_and_Montenegro_outright,_leaving_Yugoslavia_with_only_Serbia,_with_the_possibility_of_integrating_Bulgaria_into_it_at_a_later_stage.;;;;;;;;;;;;;
french_annex_sardinia_desc;§RGain 5 infamy§! Ever since our hegemony over Italy was established, our nation has only benefited — diplomatically, by having the entire peninsula as our ally, and economically, through French investors dominating Italy’s mines and factories. One such place is Sardinia. With its profitable mines and proximity to French Corsica, our investors have taken control of most of the economy on this otherwise isolated island. As a result, there has been growing outcry in Paris over the idea of annexing the island to secure its valuable resources. However, that is not to say the proposal has gone unopposed—many advisors argue that Sardinia has long been isolated from the rest of Italy and has a strong history of resisting outside influence. Still, our far-reaching economic presence may be a promising sign.;;;;;;;;;;;;;
french_annex_sardinia_title;Take Over Sardinia;;;;;;;;;;;;;
EVTDESC800804;\n\nFollowing_the_crushing_defeat_by_the_French_and_the_Treaty_of_New_York,_as_if_the_loss_of_Louisiana_was_not_enough,_the_French_have_also_demanded_that_Texas_and_California_join_their_puppet_government_in_Mexico_City,_effectively_restoring_Mexico_to_its_pre-1836_borders_before_the_loss_of_Texas_and_the_Mexico-American_War._\n\nThe_only_positive_outcome_is_that_the_Anglo-Canadians_have_petitioned_to_join_the_Union_as_the_state_of_Ontario_-_we_will_certainly_need_their_help_in_reclaiming_our_destiny.;;;;;;;;;;;;;
form_NEE_title;Reform New England;;;;;;;;;;;;;
form_NEE_desc;Now that we united our region, the time has come to reform New England!;;;;;;;;;;;;;
EVTDESC1316087;\n\nWhile_we_were_aware_of_the_Sino-Japanese_war_happening_to_our_south,_our_advisors_believed_that_Imperial_China_would_deal_a_significant_blow_to_Japan's_territorial_ambition,_but_the_Japanese_have_shocked_the_world_by_emerging_triumphant._In_the_aftermath_of_their_victory,_Japan_has_imposed_on_China_the_Treaty_of_Shimonoseki,_which_not_only_ends_Korea's_status_as_a_Chinese_vassal,_but_also_cedes_to_Japan_the_island_of_Formosa_and—more_importantly—the_Liaodong_Peninsula,_in_Manchuria._\n\nThese_developments_pose_a_severe_threat_to_our_own_interests_in_Manchuria._To_resolve_this,_we_could_leverage_support_from_Paris_and_Berlin_to_demand_the_Japanese_withdraw_from_Liaodong,_preventing_their_further_encroachment_on_our_sphere_of_influence.;;;;;;;;;;;;;
EVTDESC1316088;\n\nWhile_our_triumph_over_China_is_indeed_an_awe-inspiring_feat,_the_resultant_rising_of_our_country_to_a_regional_powerhouse_has_not_pleased_some_of_our_neighbors—notably_the_Russians._Today,_we_received_a_message_from_Russia_demanding_our_withdrawal_from_the_Liaodong_Peninsula,_threatening_a_multi-national_coalition_if_we_do_not_comply—hinting_that_the_other_great_powers_have_pledged_military_support._While_we_were_always_wary_of_Russian_ambition_in_the_Far_East,_we_did_not_imagine_that_a_potential_war_would_with_them_would_come_so_quickly._Some_of_our_advisors_suggest_we_call_their_bluff_and_refuse_to_withdraw_from_Liaodong,_but_others_suggest_we_accept_their_demands,__which_would_in_turn_curry_favor_with_the_rest_of_the_great_powers.;;;;;;;;;;;;;
EVTDESC1316187;\n\nAs_reports_continue_to_arrive_about_the_Japanese_victory_against_China,_we_have_received_an_envoy_from_the_Russian_Tsar,_asking_for_our_support_in_their_intervention_against_Japan._Russia_argues_that_if_the_treaty_is_not_reverted_by_Japan_either_willingly_or_under_threat_of_force,_not_only_will_their_sphere_of_influence_in_the_Far_East_be_at_stake,_but_our_own_presence_in_Asia_as_well._With_the_combined_might_of_Russia,_Germany_and_France,_Japan_is_likely_to_back_down._Russia_would_then_be_happy_to_return_the_favor_by_diplomatically_supporting_our_colonial_ambitions_once_this_geopolitical_tension_ends.;;;;;;;;;;;;;
EVTDESC1316188;\n\nOur_threat_of_intervention_has_been_successful._Japan_has_agreed_to_return_Liaodong_to_China_and_withdraw_all_its_forces_from_Manchuria.;;;;;;;;;;;;;
EVTDESC1316287;\n\nJapan_has_refused_to_withdraw_from_Liaodong,_either_believing_our_threats_are_insincere_or_that_they_can_best_our_forces_in_battle._Whatever_the_reason_for_their_insolence,_we_are_prepared_for_war,_and_our_allies_are_ready_to_join_us_once_we_make_the_call_to_arms.;;;;;;;;;;;;;
EVTDESC1316088;\n\nWe_have_been_informed_that_Russia,_not_pleased_with_their_southern_island_neighbors'_encroachment_into_Manchuria,_has_forced_Japan_to_return_the_Liaodong_Peninsula_to_us,_with_the_only_condition_being_that_we_pay_Japan_an_additional_30_million_taels_in_compensation._This_is_hardly_an_expense_to_us,_considering_the_200_million_taels_we_already_owe_them_as_war_reparations.;;;;;;;;;;;;;
EVTDESC800806;\n\nAs_our_influence_in_the_Far_East_grew_and_our_need_for_expanding_into_warmer_waters_became_clear,_the_concept_of_"Yellow_Russia"_started_to_form,_first_as_to_describe_the_mix_of_Russian_and_Asian_culture_in_our_far_eastern_territories_and_then,_as_China_grew_weaker_and_weaker,_as_a_plan_to_expand_into_Chinese_territory,_especially_Manchuria._Now,_with_Inner_Manchuria_under_our_direct_control,_we_can_finally_consolidate_the_concept_of_Yellow_Russia,_with_our_advisors_discussing_if_we_should_integrate_Manchuria_directly_into_our_nation_or_let_if_be_run_by_a_viceroy_to_better_manage_this_colonial_project.;;;;;;;;;;;;;
yellow_russia_mongolia_title;Integrate Mongolia into Zheltorossiya;;;;;;;;;;;;;
yellow_russia_mongolia_desc;With our control over Mongolia, we could expand Zheltorossiya and hand these lands over to the government in Harbin, that would, without a doubt, better be able to hold the Mongolian Steppes.;;;;;;;;;;;;;
yellow_russia_xinjiang_title;Integrate Xinjiang into Zheltorossiya;;;;;;;;;;;;;
yellow_russia_xinjiang_desc;With our control over Xinjiang, we could expand Zheltorossiya and hand these lands over to the government in Harbin, that would, without a doubt, better be able to hold Dzungaria.;;;;;;;;;;;;;
yellow_russia_gansu_title;Finalize Zheltorossiya;;;;;;;;;;;;;
yellow_russia_gansu_desc;With our control over Xinjiang and Mongolia, we are almost reaching the final borders we planned for Zheltorossiya. What remains is to push through the Gansu province, so that our border follows the Yellow River. That would certainly make defense of the region easier, but contrary to the rest of Zheltorossiya, Gansu is densely populated, making it harder to control than the rest of Zheltorossiya.;;;;;;;;;;;;;
EVTDESC800805;\n\nAfter_some_initial_outcry,_it_seems_that_Poland_has_calmed_somewhat_after_the_unrest_caused_by_the_massacre_in_Warsaw._However,_it_appears_the_Poles_were_drafting_a_proposal_full_of_reforms_to_guarantee_Poland’s_security._The_reforms_are_quite_radical_—_calling_for_the_restoration_of_Congress_Poland_and_the_Constitution_of_1830,_albeit_with_significant_compromises_meant_to_appease_us_and_make_it_more_difficult_for_Poland_to_rebel._\n\nNow,_our_advisors_are_now_left_to_discuss_these_controversial_proposals._Unsurprisingly,_most_of_them_have_expressed_deep_distrust_toward_the_Poles,_but_some_have_pointed_out_that_restoring_Poland_could_serve_as_a_tool_to_undermine_German_control_over_regions_such_as_Poznan_and_Galicia._In_any_case,_this_move_by_the_Polish_reveals_a_certain_level_of_organization_—_indicating_that_there_may_be_consequences_if_we_ignore_their_their_"suggestions".;;;;;;;;;;;;;
EVTDESC800824;\n\nWith_our_hegemony_over_the_Baltic,_it_has_come_to_our_attention_that—while_we_have_the_government_in_Riga_as_a_puppet—there_is_also_Lithuania,_the_once-mighty_Grand_Duchy,_now_greatly_reduced_in_size._Now_that_we_hold_significant_influence_over_both_states,_we_have_a_decision_to_consider._\n\nThere_has_been_some_discussion_among_our_advisors_regarding_the_region._One_group_supports_recent_requests_from_the_government_in_Riga,_asking_us_to_hand_Lithuania_over_to_them._While_this_would_undoubtedly_strengthen_Riga’s_position,_it_would_also_increase_their_autonomy—even_if_they_had_to_face_some_initial_discontent_from_the_Lithuanian_population._On_the_other_hand,_a_few_advisors_have_pointed_out_that_Lithuania,_though_diminished,_could_have_its_claims_supported_by_us._This_would_allow_us_to_significantly_expand_its_territory,_turning_it_into_a_valuable_ally—one_that_remains_firmly_under_our_control.;;;;;;;;;;;;;
settlement_of_the_steppe_title;Settle the Kazakh Steppes;;;;;;;;;;;;;
settlement_of_the_steppe_desc;As our first conquest in Central Asia, the land of the Kazakhs has been administered through the Governor-Generalship of the Steppes, primarily maintained by scattered Russian forts and pockets of Russian-dominated cities across the region. With the pacification of the area now complete, our next step is to encourage Russian settlement—taking advantage of the vast expanses of fertile land in northern and eastern Kazakhstan, even at the cost of disrupting nomadic routes and driving the Kazakhs our of their traditional grazing pastures, leaving them open to be transformed into Russian farms.;;;;;;;;;;;;;
FRM_colonial_company_4;German Confederation;;;;;;;;;;;;;
FRM_colonial_company_4_ADJ;German;;;;;;;;;;;;;
WES_colonial_company_4;Hesse-Westphalia;;;;;;;;;;;;;
LUB_colonial_company_4;The Hanseatic League;;;;;;;;;;;;;
LUB_colonial_company_4_ADJ;Hanseatic;;;;;;;;;;;;;
start_german_reorg_title;Reform the German Confederation;;;;;;;;;;;;;
start_german_reorg_desc;§RGain 5 infamy§! Despite having no desire to create a unified German nation, our victory against Prussia has granted us near-total hegemony over the former German Confederation—excluding only Prussia proper. This does not mean, however, that the winds of German nationalism have subsided, on the contrary, it remains the most serious threat to our hold over the Confederation. To secure our dominance, we could assert control over the Federal Convention in Frankfurt, enabling us to shape legislation that would entrench—and even expand—our hegemony over Germany without opposition.;;;;;;;;;;;;;
ruhr_comission_title;Establish the Rhenish Industrial Commission;;;;;;;;;;;;;
ruhr_comission_desc;§RGain 5 infamy§! Now that we hold control over the Federal Convention in Frankfurt, we can begin reorganizing Germany to secure our hegemony over the German Confederation. While there are many states for us to consider, one of the most pressing ones would be the Rhineland. The lands along the Rhine have seen a significant boom in industrialization, which would greatly benefit our empire. Thus, we have put forth a proposal in the Federal Convention, to establish the Rhenish Industrial Commission which would, on paper,further boost industrialization in the Ruhr but, in reality, it would give us total control over the Rhenish affairs;;;;;;;;;;;;;
hesse_westphalia_union_title;Propose the Union of Hesse-Westphalia;;;;;;;;;;;;;
hesse_westphalia_union_desc;§RGain 5 infamy§! Now that we hold control over the Federal Convention in Frankfurt, we can begin reorganizing Germany to secure our hegemony over the German Confederation. While there are many states for us to consider, it recently came to our attention the matter of the duchy of Westphalia and the Hesse states. Westphalia has been under the control of a Habsburg noble ever since the end of the war against Prussia. But now, with our control over Frankfurt, we may change that. This time, one of our advisors has giving the idea of ordering the Duke of Westphalia to resign and partition his land between the states of Hesse, on the condition that they band together in the Union of Hesse-Westphalia and, of course, be loyal to us afterwards.;;;;;;;;;;;;;
reward_hannover_title;Reward the Kingdom of Hanover;;;;;;;;;;;;;
reward_hannover_desc;§RGain 8 infamy§! Now that we hold control over the Federal Convention in Frankfurt, we can begin reorganizing Germany to secure our hegemony over the German Confederation. While there are many states to consider, one stands out: our loyal allies in Hanover. Having only recently gained independence from London, the Kingdom of Hanover has aligned with Austria from day one and supported the German Confederation in both Schleswig Wars. Perhaps it is time to reward this noble nation by expanding its territory—on the condition, of course, that it swears fealty to us.;;;;;;;;;;;;;
create_the_hansa_title;Establish the Hanseatic League;;;;;;;;;;;;;
create_the_hansa_desc;§RGain 2.5 infamy§! Now that we hold control over the Federal Convention in Frankfurt, we can begin reorganizing Germany to secure our hegemony over the German Confederation. While there are many states to consider, it is time we turn our attention to the Free and Hanseatic Cities of Bremen, Hamburg, and Lübeck. These cities aligned themselves with Prussia, giving us more than enough justification to simply incorporate them into Hanover and Mecklenburg. However, doing so would undoubtedly alienate many of the smaller states within the Confederation—most of which also sided with Prussia. Instead, we shall reform the Hanseatic League, uniting the three cities into a single state. This new entity will receive greater autonomy within the German Confederation, while still remaining subordinate to its executive authority—our emperor.;;;;;;;;;;;;;
unite_thuringia_title;Unite Saxony with Thuringia;;;;;;;;;;;;;
unite_thuringia_desc;§RGain 5 infamy§! Now that we hold control over the Federal Convention in Frankfurt, we can begin reorganizing Germany to secure our hegemony over the German Confederation. While there are many states to consider, the matter of the Saxon states now calls for our attention. The Kingdom of Saxony has long been our ally, with the Austrian Emperor having protected it from annexation by Prussia during the Congress of Vienna. It is now time to reward Saxony and ensure it remains within our sphere of influence—by uniting Thuringia with its kingdom. In doing so, we not only reward Saxony for its loyalty but also grant it jurisdiction over the Thuringian duchies—most of which sided with Prussia during our war against them.;;;;;;;;;;;;;
unify_mecklenburg_title;Unify the Duchy Mecklenburg;;;;;;;;;;;;;
