PROV2340;Humait?;Humait?;Humait?;;Humait?;;;;;;;;;
PROV2341;Villarrica;Villarrica;Villarrica;;Villarrica;;;;;;;;;
PROV2342;San Pedro;San Pedro;San Pedro;;San Pedro;;;;;;;;;
PROV2343;Bel?n;Bel?n;Bel?n;;Bel?n;;;;;;;;;
PROV4076;Ilha de Bragança;;;;;;;;;
PROV4093;Quili Malal;;;;;;;;;
PROV4027;Chaotung;;;;;;;;;
PROV518;Porto;;;;;;;;;;;;;
PROV4026;Guarda;;;;;;;;;
PROV4028;Preah Seihanu;;;;;;;;;
PROV4025;Kampong Thom;;;;;;;;;
PROV522;Coimbra;Co?mbre;Coimbra;;Coimbra;;;;;;;;;
PROV4178;Kilai;;;;;;;;;
PROV4179;Pilam;;;;;;;;;
PROV2562;Taitung;;;;;;;;;;;;;
PROV4211;Canaçari;;;;;;;;;
PROV4212;Manacapuru;;;;;;;;;
PROV4089;Trafenleufü;;;;;;;;;
PROV4090;Kocha-mo;;;;;;;;;
PROV4069;Isla de los Estados;;;;;;;;;
PROV4068;Huanta;;;;;;;;;
PROV4058;Guanacache;;;;;;;;;
PROV921;Beersheba;Beersheba;Beersheba;;Beersheba;;;;;;;;;
PROV934;Najaf;Nadjaf;Najaf;;Najaf;;;;;;;;;
PROV1099;Gyumri;Gyumri;Gyumri;;Gyumri;;;;;;;;;
PROV1105;Ganja;Ganja;Ganja;;Ganja;;;;;;;;;
PROV1119;Kermanshah;;;;;;;;;;;;;
PROV1127;Isfahan;Ispahan;Isfahan;;Isfah?n;;;;;;;;;
PROV1128;Arak;Arak;Arak;;Arak;;;;;;;;;
PROV1113;Rašt;Rasht;Rasht;;Rasht;;;;;;;;;
PROV1115;Bârforûš;Barforush;Barforush;;Barforush;;;;;;;;;
PROV1129;Kâšân;Kashan;Kashan;;Kashan;;;;;;;;;
PROV1147;Mašhad;Mashhad;Mashhad;;Mashhad;;;;;;;;;
PROV1135;Šîrâz;Shiraz;Shiraz;;Shîrâz;;;;;;;;;
PROV1136;Bushire;Bushire;Bushire;;Bushire;;;;;;;;;
PROV1137;Jahrom;;;;;;;;;;;;;
PROV1138;Kangan;;;;;;;;;;;;;
PROV1141;Hajjiabad;;;;;;;;;;;;;
PROV1142;Bandar Abbas;Bandar Abbas;Bandar Abbas;;Bandar-e 'Abb?s;;;;;;;;;
PROV1144;Zahedan;Zahedan;Zahedan;;Zahedan;;;;;;;;;
PROV1145;Bunpoor;;;;;;;;;;;;;
PROV1168;Dubai;Duba?;Dubai;;Dubai;;;;;;;;;
PROV1204;Ashqabat;;;;;;;;;;;;;
PROV1206;Merv;;;;;;;;;;;;;
PROV1207;Kulob;;;;;;;;;;;;;
PROV1208;Khorug;;;;;;;;;;;;;
PROV1211;Sheberghan;;;;;;;;;;;;;
PROV1214;Farrah;Farrah;Farrah;;Farrah;;;;;;;;;
PROV1215;Kandahar;Kandahar;Kandahar;;Kandah?r;;;;;;;;;
PROV1219;Quetta;Quetta;Quetta;;Quetta;;;;;;;;;
PROV1225;Gilgit;Gilgit;Gilgit;;Gilgit;;;;;;;;;
PROV2643;Hajjiabad;;;;;;;;;;;;;
PROV2664;Oskemen;;;;;;;;;;;;;
PROV3279;Kelmentsi;;;;;;;;;;;;;
PROV3292;Al Salman;;;;;;;;;;;;;
PROV3316;Zakatata;;;;;;;;;;;;;
PROV3323;Kefelong;;;;;;;;;;;;;
PROV3325;Tiraspol;;;;;;;;;;;;;
PROV3348;Mousiyan;;;;;;;;;;;;;
PROV3350;Ganaveh;;;;;;;;;;;;;
PROV3352;Khurmal;;;;;;;;;;;;;
PROV3355;Anar Dara;;;;;;;;;;;;;
PROV3356;Kosan;;;;;;;;;;;;;
PROV3386;Qobustan;;;;;;;;;;;;;
PROV3389;Botlikh;;;;;;;;;;;;;
PROV3406;Artik;;;;;;;;;;;;;
PROV935;Kuwait;Kowe?t;Kuwait;;Kuwait;;;;;;;;;
PROV3428;al-Raqqah;;;;;;;;;;;;;
PROV3495;Kermânšâh;;;;;;;;;;;;;
PROV3496;Jîroft;;;;;;;;;;;;;
PROV3497;Tabas;;;;;;;;;;;;;
PROV3498;Sarakhs;;;;;;;;;;;;;
PROV3499;Kwakwani;;;;;;;;;;;;;
PROV3500;Qochen;;;;;;;;;;;;;
PROV3501;Atabay;;;;;;;;;;;;;
PROV3502;Dahastan;;;;;;;;;;;;;
PROV3503;Aslândûz;;;;;;;;;;;;;
PROV3504;Marand;;;;;;;;;;;;;
PROV3505;Kyzyl-Su;;;;;;;;;;;;;
PROV3506;Haran;;;;;;;;;;;;;
PROV3507;Panjgur;;;;;;;;;;;;;
PROV3508;Pishukan;;;;;;;;;;;;;
PROV3509;Sandak;;;;;;;;;;;;;
PROV3510;Kacchi;;;;;;;;;;;;;
PROV3511;Zaranj;;;;;;;;;;;;;
PROV3512;Bampur;;;;;;;;;;;;;
PROV3513;Nad-i Ali;;;;;;;;;;;;;
PROV3514;Panjdeh;;;;;;;;;;;;;
PROV3515;Dubai;;;;;;;;;;;;;
PROV3516;Mazar-e Sharif;;;;;;;;;;;;;
PROV3517;Qal'eh-ye Panjeh;;;;;;;;;;;;;
PROV3518;Qal'eh-ye Wamar;;;;;;;;;;;;;
PROV3519;Kulab;;;;;;;;;;;;;
PROV3520;Gharm;;;;;;;;;;;;;
PROV3521;Qal'ai Khumb;;;;;;;;;;;;;
PROV3522;Hissar;;;;;;;;;;;;;
PROV3523;Kafirestan;;;;;;;;;;;;;
PROV3524;Kohistan;;;;;;;;;;;;;
PROV3525;Gilgit;;;;;;;;;;;;;
PROV3526;Baghran;;;;;;;;;;;;;
PROV3527;Tashkurgan;;;;;;;;;;;;;
PROV3537;Mush;;;;;;;;;;;;;
PROV3536;Bayazit;;;;;;;;;;;;;
PROV3535;Rize;;;;;;;;;;;;;
PROV3534;Yozgat;;;;;;;;;;;;;
PROV3533;Kalan;;;;;;;;;;;;;
PROV3532;Sinjar;;;;;;;;;;;;;
PROV3531;Polatsk;;;;;;;;;;;;;
PROV3530;Siirt;;;;;;;;;;;;;
PROV3529;Sar-e Pol;;;;;;;;;;;;;
PROV3528;Ghur;;;;;;;;;;;;;
PROV3538;Ziarat;;;;;;;;;;;;;
PROV3390;Kidero;;;;;;;;;;;;;
PROV1055;Grozny;Grozny;Grozny;;Grozni;;;;;;;;;
PROV4194;Qal'eh-ye Naw;;;;;;;;;;;;;
PROV3588;Sipitang;;;;;;;;;;;;;
PROV3589;Nunukan;;;;;;;;;;;;;
PROV2774;Gulf of Varna;Golfe de Varna;Golf von Varna;;Golfo de Varna;;;;;;;;;
PROV2775;Gulf of Odessa;Golfe d'Odessa;Golf von Odessa;;Golfo de Odessa;;;;;;;;;
PROV2777;Eastern Black Sea;Mer Noire orientale;?stliches Schwarzmeer;;Mar Negro oriental;;;;;;;;;
PROV2761;Gulf of Venice;Golfe de Venise;Golf von Venedig;;Golfo de Venecia;;;;;;;;;
PROV2762;Adriatic Sea;Mer Adriatiaque;Adria;;Mar Adri?tico;;;;;;;;;
PROV2763;Straits of Otranto;D?troit d'Otrante ;Stra?e von Otranto;;Estrecho de Otranto;;;;;;;;;
PROV2765;Ionian Sea;Mer Ionienne;Ionisches Meer;;Mar J?nico;;;;;;;;;
PROV2766;Gulf of Sirte;Golfe de Syrte;Golf von Sirte;;Golfo de Sirte;;;;;;;;;
PROV2760;Straits of Messina;D?troit de Messine;Stra?e von Messina;;Estrecho de Messina;;;;;;;;;
PROV2767;Gulf of Tobruk;Golfe de Tobrouk;Golf von Tobruk;;Golfo de Tobruk;;;;;;;;;
PROV2768;Bay of Alexandria;Baie d'Alexandrie;Bucht von Alexandria;;Bah?a de Alejandria;;;;;;;;;
PROV2769;Palestinian Coast;C?te palestinienne;K?ste von Pal?stina;;Costa de Palestina;;;;;;;;;
PROV2770;Gulf of Cyprus;Golfe de Chypre;Golf von Cyprus;;Golfo de Chipre;;;;;;;;;
PROV2753;Western Mediterranean;M?diterran?e occidentale;Westliches Mittelmeer;;Mediterr?neo Occidental;;;;;;;;;
PROV2759;Malta Channel;Canal de Malte;Maltakanal;;Canal de Malta;;;;;;;;;
PROV2758;Gulf of Gabes;Golfe de Gab?s;Golf von Gabes;;Golfo de Gabes;;;;;;;;;
PROV2757;Bay of Naples;Baie de Naples;Bucht von Neapel;;Bah?a de N?poles;;;;;;;;;
PROV2751;Ligurian Sea;Mer Ligure;Ligurische See;;Mar de Liguria;;;;;;;;;
PROV2749;Gulf of Lion;Golfe du Lion;Golf von Lion;;Golfo de Le?n;;;;;;;;;
PROV2750;Cote D'Azur;C?te d'Azur;Cote D'Azur;;Costa Azul;;;;;;;;;
PROV2752;Gulf of Mallorca;Golfe de Majorque;Golf von Mallorca;;Golfo de Mallorca;;;;;;;;;
PROV2755;Cape Bon;Cap Bon;Cape Bon;;Cape Bon;;;;;;;;;
PROV2754;Barbary Coast;C?te barbare;Barbary-K?ste;;Costa de Berber?a;;;;;;;;;
PROV2747;Gulf of Almer?a;Golfe d'Almeira;Golf von Almeira;;Golfo de Almer?a;;;;;;;;;
PROV2756;Tyrrhenian Sea;Mer Tyrrh?nienne;Tyrrhenische See;;Mar Tirreno;;;;;;;;;
PROV2939;James Bay;Baie de James;James Bay;;Bah?a de James ;;;;;;;;;
PROV2941;Eastern Hudson Bay;Baie d'Hudson orientale;Ost-Hudson Bay;;Bah?a de Hudson Oriental;;;;;;;;;
PROV2940;Western Hudson Bay;Baie d'Hudson occidentale;West-Hudson Bay;;Bah?a de Hudson Occidental;;;;;;;;;
PROV2938;Hudson Straits;D?troit d'Hudson;Hudsonstra?e;;Estrecho de Hudson;;;;;;;;;
PROV2937;Baffin Bay;Baie de Baffin;Baffin Bay;;Bah?a de Baffin;;;;;;;;;
PROV2936;Labrador Strait;D?troit du Labrador;Labradorstra?e;;Estrecho de Labrador;;;;;;;;;
PROV2935;Western Coast of Greenland;C?te occidentale du Groenland;Westk?ste Gr?nlands;;Costa de Groenlandia Occidental;;;;;;;;;
PROV3241;Arctic Ocean;Oc?an Arctique;Arktisches Meer;;Oc?ano ?rtico;;;;;;;;;
PROV3574;Gulf of Riga;;;;;;;;;;;;;
PROV3575;Bay of Danzig;;;;;;;;;;;;;
PROV3576;Danish Straits;;;;;;;;;;;;;
PROV3577;White Sea;;;;;;;;;;;;;
PROV3578;Kara Sea;;;;;;;;;;;;;
PROV2735;Moray Firth;Moray Firth;Moray Firth;;Moray Firth;;;;;;;;;
PROV2926;Jan Mayen Sea;Mer ce Jan Mayen;Jan-Mayen-See;;Mar de Jan Mayen ;;;;;;;;;
PROV2927;Spitzberg Sea;Mer de Spitzberg;See von Spitzbergen;;Mar de Spitzberg ;;;;;;;;;
PROV2716;White Sea;Mer Blanche;Wei?meer;;Mar Blanco;;;;;;;;;
PROV2705;Gulf of Bothnia;Golfe de Bothnia;Bothnischer Meerbusen;;Golfo de Botnia;;;;;;;;;
PROV2706;?lands Hav;Mer d'?land;?lands Hav;;Mar de ?land;;;;;;;;;
PROV2708;Western Baltic Sea;Mer Baltique occidentale;Westliche Ostsee;;Mar B?ltico Occidental;;;;;;;;;
PROV2709;Gulf of Riga;Golfe de Riga;Golf von Riga;;Golfo de Riga;;;;;;;;;
PROV2710;Southern Baltic Sea;Mer Baltique m?ridionale;S?dliche Ostsee;;Mar B?ltico Meridional;;;;;;;;;
PROV2832;Tatar Straits;D?troit des Tatars;Tatarstra?e;;Estrecho de Tatar;;;;;;;;;
PROV2711;Kattegat;;;;;;;;;;;;;
PROV2833;Amur Delta;Delta d'Amur;Amurdelta;;Delta del Amur;;;;;;;;;
PROV2835;Bay of Komenskoie;Baie de Komenskoie;Bucht von Komenskoie;;Bah?a de Komenskoie;;;;;;;;;
PROV2834;Bay of Ayan;;;;;;;;;;;;;
PROV2836;Coast of Kamchatka;;;;;;;;;;;;;
PROV2839;Gulf of Patience;;;;;;;;;;;;;
PROV3579;La Pérouse Strait;;;;;;;;;;;;;
PROV3580;Tatar Strait;;;;;;;;;;;;;
PROV2837;Sea of Okhotsk;;;;;;;;;;;;;
PROV2783;Straits of Obokk;D?troit d'Obock;Stra?e von Obokk;;Estrecho de Obokk;;;;;;;;;
PROV2784;Bal el Mandeb;Bab-el-Mandeb;Bal el Mandeb;;Bal el Mandeb;;;;;;;;;
PROV2787;Hormuz Strait;;;;;;;;;;;;;
PROV3581;Okinawa Trough;;;;;;;;;;;;;
PROV2828;Korea Bay;Baie de Cor?e;Koreanische Bucht;;Bah?a de Corea;;;;;;;;;
PROV2827;Yellow Sea;Mer Jaune;gelbes Meer;;Mar Amarillo;;;;;;;;;
PROV2829;South Korean Sea;Mer de Cor?e m?ridionale;S?dkoreanisches Meer;;Mar de Corea del Sur;;;;;;;;;
PROV2825;Taiwan Strait;D?troit de Ta?wan;Taiwanstra?e;;Estrecho de Taiwan;;;;;;;;;
PROV2826;Yang Tse Delta;Delta du Yangts?;Yangtsedelta;;Delta del Yang Tse;;;;;;;;;
PROV2845;Ryukyu Islands;?les Ryukyu;Ryukyu-Inseln;;Islas Ryukyu;;;;;;;;;
PROV3582;Chandeleur Sound;;;;;;;;;;;;;
PROV3583;Yucatán Channel;;;;;;;;;;;;;
PROV2963;Yucatan Sea;Mer du Yucatan;Yucatansee;;Mar de Yucat?n ;;;;;;;;;
PROV2962;Tampico Bay;Baie de Tampico;Tampico Bay;;Bah?a de Tampico ;;;;;;;;;
PROV2964;Gulf of Mexico;Golfe du Mexique;Golf von Mexico;;Golfo de M?xico;;;;;;;;;
PROV2961;Galveston Bay;Baie de Galveston ;Galveston Bay;;Bah?a de Galveston ;;;;;;;;;
PROV2960;Mobile Bay;Baie de Mobile;Mobile Bay;;Bah?a de Mobile ;;;;;;;;;
PROV2965;Yucatan Channel;Canal du Yucatan;Yucatankanal;;Canal de Yucat?n;;;;;;;;;
PROV2959;Apalachee Bay;Baie d'Apalachee;Apalachee Bay;;Bah?a de los Apalaches ;;;;;;;;;
PROV2958;Florida Straits;D?troit de Floride;Floridastra?e;;Estrecho de Florida;;;;;;;;;
PROV2869;Great Australian Bight;Grande baie australienne;Gro?e Australische Bucht;;Gran Bah?a Australiana;;;;;;;;;
PROV3226;South Australian Plain;Plaine australienne m?ridionale;S?daustralische Ebene;;Litoral meridional de Australian ;;;;;;;;;
PROV2875;Toogee Ridge;La cr?te de Toogee;Toogee Grat;;Cresta de Toogee;;;;;;;;;
PROV2874;Tasman Plateau;Plateau de Tasmanie;Tasmanische Plateau;;Plataforma de Tasman;;;;;;;;;
PROV3088;South Australian Basin;Bassin australien du sud;S?daustralisches Becken;;Cuenca Australiana Meridional;;;;;;;;;
PROV2880;Southern Tasman Sea;Sud de la mer Tasman;S?dliche Tasmanische See;;Sur del mar de Tasmania;;;;;;;;;
PROV2867;Bass Strait;D?troit de Bass;Bass-Stra?e;;Estrecho de Bass;;;;;;;;;
PROV3220;Coast of Norfolk Island;C?te de l'?le Norfolk;K?ste der Norfolk-Insel;;Costa de la isla de Norfolk;;;;;;;;;
PROV2878;Cape Farewell;Cap Farvel;Cape Farewell;;Cabo Farewell;;;;;;;;;
PROV2876;Cook Strait;D?troit de Cook;Cookstra?e;;Estrecho de Cook;;;;;;;;;
PROV2866;Cape Howe;Cap Howe;Cape Howe;;Cabo Howe;;;;;;;;;
PROV2865;Capricorn Bay;Baie du Capricorne;Capricorn-Bucht;;Bah?a de Capricorn ;;;;;;;;;
PROV2725;The Channel;La Manche;Der Kanal;;El Canal;;;;;;;;;
PROV2724;Straits of Dover;D?troit de Douvres;Stra?e von Dover;;Estrecho de Dover;;;;;;;;;
PROV2723;Dogger Bank;Banc de Dogger;Doggerbank;;Dogger Bank;;;;;;;;;
PROV2877;Northern Tasman Sea;Mer de Tasmanie septentrionale;N?rdliche Tasmanische See;;Mar de Tasmania Septentrional;;;;;;;;;
PROV2732;Tyne;Tyne;Tyne;;Tyne;;;;;;;;;
PROV3133;Pribilof Islands;?les Pribilof;Pribilof-Inseln;;Islas de Pribilof;;;;;;;;;
PROV2733;Firth of Forth;Firth of Forth;Firth of Forth;;Estuario de Forth;;;;;;;;;
PROV2881;Canterbury Bight;Canterbury Bight;Canterbury-Bucht;;Canterbury Bight;;;;;;;;;
PROV2734;The North Sea;Mer du Nord;Nordsee;;Mar del Norte;;;;;;;;;
PROV2868;Kangaroo Island;?le Kangourou;Kangaroo Island;;Isla de los Canguros;;;;;;;;;
PROV2722;Coast of Holland;C?te hollandaise;K?ste von Holland;;Costa de Holland;;;;;;;;;
PROV2721;Heligoland Bight;;;;;;;;;;;;;
PROV2720;Skagerrack;Skagerrack;Skagerrak;;Skagerrack;;;;;;;;;
PROV2871;Shark Bay;Baie Shark;Shark Bay;;Bah?a del Tibur?n;;;;;;;;;
PROV2712;Skagerrak;;;;;;;;;;;;;
PROV2764;Gulf of Taranto;Golfe de Tarente;Golf von Taranto;;Golfo de Tarento;;;;;;;;;
PROV2781;Gulf of Suez;Golfe de Suez;Golf von Suez;;Golfo de Suez;;;;;;;;;
PROV2782;Red Sea;Mer Rouge;Rotes Meer;;Mar Rojo;;;;;;;;;
PROV2851;Sulu Sea;Mer de Sulu;Sulusee;;Mar de Sul?;;;;;;;;;
PROV2852;Molucca Sea;;;;;;;;;;;;;
PROV2853;Palau;;;;;;;;;;;;;
PROV2854;Sea of Banda;Mer de Banda;See von Banda;;Mar de Banda;;;;;;;;;
PROV2861;Arafuam Sea;Mer d'Arafuam;Arafuam-See;;Mar de Arafuam ;;;;;;;;;
PROV2862;Java Trench;;;;;;;;;;;;;
PROV2863;Gulf of Carpentaria;Golfe de Carpentarie ;Gof von Carpentaria;;Golfo de Carpentaria;;;;;;;;;
PROV2821;Coast of Brunei;C?te du Brunei;K?ste von Brunei;;Costa de Brunei;;;;;;;;;
PROV2812;Straits of Makassar;D?troit de Makassar;Stra?e von Makassar;;Estrecho de Makassar;;;;;;;;;
PROV2810;Savoe Sea;;;;;;;;;;;;;
PROV2811;Biak Bay;;;;;;;;;;;;;
PROV2813;Celebes Sea;;;;;;;;;;;;;
PROV2801;Straits of Malacca;D?troit de Malacca;Stra?e von Malacca;;Estrecho de Malacca;;;;;;;;;
PROV2809;Timor Sea;Mer de Timor;Timorsee;;Mar de Timor;;;;;;;;;
PROV2856;Java Sea;;;;;;;;;;;;;
PROV2798;Irrawady Delta;Delta d'Irrawaddy;Irrawadydelta;;Delta de Irrawady;;;;;;;;;
PROV2800;Mergui Archipelago;Archipel de Mergui ;Mergui-Archipel;;Archipi?lago de Mergui;;;;;;;;;
PROV2802;Coast of Atjeh;;;;;;;;;;;;;
PROV2799;Andaman Sea;Mer d'Andaman;Andaman-See;;Mar de Andam?n;;;;;;;;;
PROV2858;Vilian Strait;D?troit de Vilian;Vilianstra?e;;Estrecho de Vilian ;;;;;;;;;
PROV2817;Mekong Delta;Delta du M?kong;Mekongdelta;;Delta del Mekong;;;;;;;;;
PROV2818;Gulf of Siam;Golfe du Siam;Golf von Siam;;Golfo de Siam;;;;;;;;;
PROV2815;Malayan Sea;Mer de Malaisie;Malayasee;;Mar de Malasia;;;;;;;;;
PROV2814;Karimata Strait;;;;;;;;;;;;;
PROV2928;Icelandic Sea;Mer d'Islande;Islandmeer;;Mar de Islandia;;;;;;;;;
PROV2933;Denmark Strait;D?troit du Danemark;Stra?e von D?nemark;;Estrecho de Dinamarca;;;;;;;;;
PROV2930;Coast of Iceland;C?te d'Islande;K?ste von Island;;Costa de Islandia;;;;;;;;;
PROV3022;New England Seamounts;Monts sous-marins de Nlle-Angleterre;New England Seamounts;;Plataforma de Nueva Inglaterra;;;;;;;;;
PROV3023;Sable Island Bank;Banc de l'?le de Sable;Sable Island Bank;;Ribera de la Isla de Sable;;;;;;;;;
PROV3028;Northern Guiana Basin;Bassin de Guyane septentrional;Nordguiana-Becken;;Cuenca septentrional de las Guayanas;;;;;;;;;
PROV3025;West Bermuda Sea;Mer des Bermudes occidentale;West-Bermudasee;;Mar de Bermuda Occidental;;;;;;;;;
PROV3026;East Bermuda Sea;Mer des Bermudes orientale;Ost-Bermudasee;;Mar de Bermuda Oriental;;;;;;;;;
PROV2934;Eastern Coast of Greenland;C?te orientale du Groenland;Ostk?ste Gr?nlands;;Costa de Groenlandia Oriental;;;;;;;;;
PROV2929;Shetland Straits;D?troit des Shetland;Shetlandstra?e;;Estrecho de Shetland;;;;;;;;;
PROV3024;Blake Plateau;Plateau de Blake;Blake Plateau;;Plataforma de Blake;;;;;;;;;
PROV3909;Saimaa;;;;;;;;;;;;;
PROV3910;Päijänne;;;;;;;;;;;;;
PROV3911;Nasijarv;;;;;;;;;;;;;
PROV3912;Ozero Ilmen;;;;;;;;;;;;;
PROV2715;Onega;Onega;Onega;;Onega;;;;;;;;;
PROV3101;Sádea;;;;;;;;;;;;;
PROV2726;Lands End;Lands End;Lands End;;Lands End;;;;;;;;;
PROV4106;Pachuca;;;;;;;;;;;;;
PROV2115;Tananarive;Tananarive;Tananarive;;Tananarive;;;;;;;;;
PROV2116;Fianarantsoa;Fianarantsoa;Fianarantsoa;;Fianarantsoa;;;;;;;;;
PROV2117;Ampanihy;Ampanihy;Ampanihy;;Ampanihy;;;;;;;;;
PROV2118;Tolanaro;Tolanaro;Tolanaro;;Tolanaro;;;;;;;;;
PROV2119;Toamasina;Toamasina;Toamasina;;Toamasina;;;;;;;;;
PROV2120;Antsiranana;Antsiranana;Antsiranana;;Antsiranana;;;;;;;;;
PROV2121;Mahajanga;Mahajanga;Mahajanga;;Mahajanga;;;;;;;;;
PROV2122;Toliara;Toliara;Toliara;;Toliara;;;;;;;;;
PROV3541;Mahajanga;Mahajanga;Mahajanga;;Mahajanga;;;;;;;;;
PROV3545;Lake Hinkai;;;;;;;;;;;;;
PROV3546;Lake Taihu;;;;;;;;;;;;;
PROV3547;Tônlé Sab;;;;;;;;;;;;;
PROV3548;Lake Qilin;;;;;;;;;;;;;
