EVTDESC16111;'We_hold_these_Truths_to_be_self-evident,_that_all_Men_are_created_equal,_that_they_are_endowed_by_their_Creator_with_certain_unalienable_Rights,_that_among_these_are_Life,_Liberty,_and_the_pursuit_of_Happiness.'_--_The_Declaration_of_Independence,_1776\n\nThe_dank_locale_is_dimly_lit,_and_reeks_of_sweat_and_unwashed_bodies._Cramped_walls,_littered_with_chains_and_ropes,_tell_tales_of_the_trade_that_goes_on_in_this_auction_house._One_by_one,_blacks_are_shoved_unto_a_small_stage_to_stand,_their_hands_tied,_while_the_auctioneer_calls_out_the_bids._Here,_human_beings_are_herded_like_cattle_to_be_sold_into_involuntary_servitude,_serfdom,_and_slavery.;;;;;;;;;;;;;
EVTNAME16115;Slave Ships;;;;;;;;;;;;;
EVTDESC16115;They_step_off_the_ship,_dazzled_by_the_bright_light_of_the_sun_they_had_not_seen_for_many_months,_looking_upon_this_strange_new_land_and_its_strange_inhabitants._Perhaps,_deep_down,_they_had_hoped_that_this_was_the_end_of_their_hardship,_but_the_plantations_of_the_South_spare_no_man...\n\nWhile_the_Atlantic_Slave_Trade_might_officially_have_ended,_the_ports_of_America_are_bustling_with_activity,_fulfilling_the_needs_of_an_institution_that_nation_dears_not_abolish.;;;;;;;;;;;;;
EVTNAME16116;Slave Ships;;;;;;;;;;;;;
EVTDESC16116;They_step_off_the_ship,_dazzled_by_the_bright_light_of_the_sun_they_had_not_seen_for_many_a_week,_looking_upon_this_strange_new_land_and_its_strange_inhabitants,_perhaps_feeling_a_tingling_of_freedom,_after_being_stuck_in_a_dank_and_cramped_hold_for_so_long._Perhaps_even,_deep_down,_they_had_hoped_that_this_would_be_the_end_of_their_hardship,_but_the_plantations_of_the_South_spare_no_man...\n\nWhile_the_Atlantic_Slave_Trade_might_officially_have_ended,_the_coast_of_$STATENAME$_is_bustling_with_activity,_fulfilling_the_needs_of_an_institution_the_nation_dears_not_abolish.;;;;;;;;;;;;;
EVTNAME16121;Abolitionist Pamphlets;;;;;;;;;;;;;
EVTDESC16121;An_extensive_tract,_describing_the_purported_unconstitutionality_of_slavery,_is_being_widely_disseminated_in_$PROVINCENAME$._Allowing_its_continued_circulation_might_upset_the_lower_classes_--_where_it_has_seen_its_widest_circulation_--_but_attempting_to_curtail_distribution_will_definitely_be_regarded_as_an_attack_on_freedom_of_speech,_which_will_anger_the_districts_big-wigs._Shall_we_try_to_curtail_the_distribution?;;;;;;;;;;;;;
EVTNAME16131;Fugitive Slave;;;;;;;;;;;;;
EVTDESC16131;'Where_am_I!?',_he_wakes_up_screaming._Upon_being_told_that_he_was_found_collapsed_just_a_few_yards_north_across_from_the_$STATENAME$_border,_he_starts_laughing._It's_a_calm_laugh,_interrupted_only_by_the_occasional_cough._-_'$STATENAME$._I'm_in_$STATENAME$._Oh_merciful_Lord,_I'm_in_$STATENAME$!'_The_man_is_a_slave,_escaped_from_some_or_other_plantation_down_South_of_Mason-Dixon._He's_wounded,_but_still_alive._What_perils_he_has_suffered_on_his_way_to_$PROVINCENAME$,_only_the_good_Lord_knows._Federal_law_mandates_that_he_be_returned_to_his_owner.;;;;;;;;;;;;;
EVTNAME16141;Underground Railroad;;;;;;;;;;;;;
EVTDESC16141;The_Underground_Railroad_was_an_informal_network,_run_by_abolitionists_of_varying_creeds_and_colors,_dedicated_to_helping_slaves_escape_from_the_southern_slave-states_to_freedom_in_the_North._We_have_every_reason_to_believe_that_$PROVINCENAME$_has_recently_developed_into_a_hotbed_of_Railroad_activity._We_could_put_pressure_on_local_politicians_to_combat_their_activities,_but_only_at_the_risk_of_stirring_up_abolitionist_sentiments_in_the_North.;;;;;;;;;;;;;
EVTNAME16151;Copperheads;;;;;;;;;;;;;
EVTDESC16151;The_'Copperheads'_were_a_group_of_Democrats_in_the_Northern_United_States_who,_during_the_Civil_War,_opposed_the_war,_and_favored_a_peace_settlement_with_the_South._The_moniker_came_originally_from_Unionists_likening_them_to_poisonous_snakes,_but_it_soon_struck_home_with_the_Copperheads_themselves._While_there_is_no_war_yet,_there_is_staunch_resistance_to_abolitionism_within_some_democratic_circles_in_$PROVINCENAME$._Stepping_up_the_local_political_campaigning_could_probably_neutralize_them,_but_only_at_the_cost_of_offending_Southern_sentiments.;;;;;;;;;;;;;
EVTNAME16311;The Amistad;;;;;;;;;;;;;
EVTDESC16311;The_Supreme_Court_is_about_to_hear_a_contentious_case_involving_the_Spanish_schooner_'La_Amistad',_which_had_been_brought_to_one_of_our_ports_after_suffering_a_slave_rebellion.\nThe_British_have_taken_a_keen_interest_in_the_case:_arguing_that_the_slaves_had_originated_in_Africa_and_were_transported_-in_violation_of_treaties_signed_by_both_Spain_and_the_U.S.-_across_the_Atlantic:_They_should_therefore_be_released._A_position_much_lauded_and_supported_by_domestic_abolitionists,_who_have_formed_committees_to_support_the_Amistad_slaves._The_Spanish,_however,_counter_that_the_Amistad_was_carrying_domestic_slaves,_born_before_1820,_for_-legal-_internal_trade_and,_as_the_crime_occurred_on_a_Spanish_ship,_to_Spanish_nationals,_in_Spanish_waters,_only_they_have_jurisdiction_on_the_matter,_in_accordance_with_treaties_signed_between_our_nations.;;;;;;;;;;;;;
EVTDESC16313;In_a_ruling_delivered_today,_the_Supreme_Court_has_decided_that_the_slaves_involved_in_the_violent_rebellion_aboard_the_Spanish_schooner_'Amistad'_of_1839,_later_apprehended_near_Long_Island,_New_York,_are_legal_property_of_their_Spanish_owners_and_should_be_returned_to_their_possession_as_soon_as_possible_in_accordance_with_the_Pinckney's_Treaty._The_court_has_no_standing_to_question_the_legality_of_their_status_of_slaves_under_Spanish_law,_and_would_be_a_mute_point,_as_the_slaves_would_-under_U.S._law-_have_to_be_returned_to_Spain_to_stand_trial_for_their_involvement_in_the_mutiny_and_death_of_the_crew._This_ruling_is_viewed_as_a_landmark_victory_for_property_rights,_and_by_extension_slave_power.;;;;;;;;;;;;;
EVTDESC16314;In_a_ruling_delivered_today,_the_Supreme_Court_has_decided_that_the_slaves_involved_in_the_violent_rebellion_aboard_the_Spanish_schooner_'Amistad'_of_1839,_later_apprehended_near_Long_Island,_New_York,_are,_in_light_of_the_outlawing_of_the_trans-Atlantic_slave_trade,_slaves_nor_property,_but,_as_the_mutiny_occurred_on_a_Spanish_ships_in_Spanish_waters_resulting_in_the_death_of_Spanish_nationals,_the_Court_has_no_standing_to_judge_this_matter_and_they_have_to_be_returned_to_Spain_to_stand_trial.;;;;;;;;;;;;;
EVTNAME16320;Civil Discourse;;;;;;;;;;;;;
EVTDESC16320;'Mr._Sumner,_I_have_read_your_speech_twice_over_carefully._It_is_a_libel_on_South_Carolina,_and_Mr._Butler,_who_is_a_relative_of_mine.'-Representative_Preston_Brooks\n\nA_brutal_onslaught_took_place_on_the_House_floor_today,_as_Southern_representative_Brooks_pulled_out_his_cane_and_proceeded_to_beat_abolitionist_Sumner_senseless_over_an_inflammatory_and_offensive_speech_made_earlier._Caught_by_surprise,_Sumner_had_no_defense_and_no_help,_as_any_intercession_was_blocked_by_Brook's_associates._Not_even_the_breaking_of_the_cane_or_Sumner's_collapse_to_the_ground_halted_the_assault,_only_the_arrival_of_the_Sergeant_at_Arms_did._Sumner_lives,_but_is_expected_to_suffer_lasting_damage_from_his_ordeal.\nAnd_yet,_while_this_may_be_the_most_prominent_example_to_date,_this_is_not_an_isolated_incident,_as_the_battle_lines_over_the_issue_of_slavery_are_increasingly_clear_in_our_society.;;;;;;;;;;;;;
EVTNAME16326;Prigg v. Pennsylvania;;;;;;;;;;;;;
EVTDESC16326;A_man_by_the_name_of_Edward_Prigg_was_convicted_some_time_ago_under_Pennsylvania_law_on_grounds_of_abduction_and_assault_for_trying_to_return_a_-virtually_free,_but_never_legally_emancipated-_slave_to_her_legal_owners._As_such_action_is_legal_under_the_Constitution_and_federal_law,_Prigg_has_brought_suit_against_the_state_of_Pennsylvania_on_the_grounds_that_Pennsylvania_law_violates_the_Constitution_and_federal_law.\n\nThe_Supreme_Court,_having_heard_the_arguments,_has_ruled_that_the_Pennsylvania_law_is_unconstitutional_as_a_denial_of_slaveholder_right's_to_recover_their_property_under_the_Constitution_and_federal_law._However,_the_ruling_included_the_caveat_that,_if_state_law_so_prohibits,_state_officials_cannot_be_compelled_to_enforce_these_rights._In_effect,_this_ruling_relieves_state_officials_from_their_duty_to_enforce_the_return_of_fugitive_slaves_and_makes_it_a_fully_federal_matter,_only_enforceable_by_federal_officials.;;;;;;;;;;;;;
EVTDESC16327;A_man_by_the_name_of_Edward_Prigg_was_convicted_some_time_ago_under_Pennsylvania_law_on_grounds_of_abduction_and_assault_for_trying_to_return_a_-virtually_free,_but_never_legally_emancipated-_slave_to_her_legal_owners._As_such_action_is_legal_under_the_Constitution_and_federal_law,_Prigg_has_brought_suit_against_the_state_of_Pennsylvania_on_the_grounds_that_Pennsylvania_law_violates_the_Constitution_and_federal_law.\n\nThe_Supreme_Court,_having_heard_the_arguments,_has_ruled_that_the_Pennsylvania_law_is_unconstitutional_as_a_denial_of_slaveholder_right's_to_recover_their_property_under_the_Constitution_and_federal_law._Adding_that_state_officials_are_compelled_to_uphold_the_constitutional_rights_of_slaveholders,_failure_to_do_so_resulting_in_penalties.;;;;;;;;;;;;;
EVTNAME650020;The Great Intrusion;;;;;;;;;;;;;
EVTDESC650020;Gold!_Gold!_I_have_found_Gold!_A_mountain_of_Gold!_To_the_White_Man,_gold_is_the_object_of_ultimate_desire._And_in_their_pursuit_of_it,_nothing_is_sacred_to_them._Forests,_mountains,_settlements,_treaties,_all_that_stands_between_the_White_Man_and_his_gold_will_be_destroyed._Now_the_news_of_gold_in_our_territory_is_spreading_into_White_Man's_lands,_and_this_is_sure_to_cause_many_to_come_to_our_lands_in_search_of_it.;;;;;;;;;;;;;
EVTNAME650021;Golden Georgia;;;;;;;;;;;;;
EVTDESC650021;A_man_returned_to_$PROVINCENAME$_from_the_North_Georgia_mountains_today,_carrying_with_him_a_rock_with_a_distinctive_hue,_a_very_distinctive_hue._It_does_not_take_long_for_it_to_be_confirmed_what_the_man_already_knew...\n\nIt_seem_that,_this_year,_it_isn't_just_the_trees_turning_golden_in_Georgia.;;;;;;;;;;;;;
EVTNAME650022;Golden Georgia!;;;;;;;;;;;;;
EVTDESC650022;A_dried_up_old_traveler_has_returned_from_the_mountains._When_given_a_whiskey_he_says_with_a_hoarse_voice_'Gold!_I_have_found_Gold!_A_mountain_of_Gold!'\n\nHoping_to_pay_his_tap_with_a_nugget,_the_barkeep_informs_him_that_what_he_thought_of_as_gold_is_in_fact_worthless_pyrite:_fool's_gold...;;;;;;;;;;;;;
EVTNAME650025;Worcester v. Georgia;;;;;;;;;;;;;
EVTDESC650025;'The_relationship_between_the_Indian_Nations_and_the_United_States_is_that_of_nations._..._The_Federal_Government_inherited_the_sole_right_to_deal_with_the_Indian_Nations_from_Great_Britain.'\n\nThe_Supreme_Court_has_issued_a_ruling_today,_vacating_the_conviction_of_Samuel_Worcester_who_was_caught_on_Indian_lands_without_a_license._A_requirement_under_Georgian_state_law,_the_Supreme_Court_ruled_that_the_Indian_Tribes_are_sovereign_nations_and_state_law_is_not_applicable_on_their_lands.\n\nA_major_setback_for_Georgia,_which_had_been_pursuing_Indian_removal_in_its_own_right,_as_well_as_advocates_of_states_rights,_as_it_reinforces_federal_supremacy.;;;;;;;;;;;;;
EVTNAME660015;American Encroachment;;;;;;;;;;;;;
EVTDESC660015;The_Americans_are_ever_encroaching_on_our_territory,_causing_a_rise_in_tensions._If_we_do_not_agree_to_some_land_cessions,_we_might_lose_it_all!;;;;;;;;;;;;;
EVTNAME660016;The Treaties of $PROVINCENAME$;;;;;;;;;;;;;
EVTDESC660016;As_our_nation_grows_and_ever_expands_westwards,_tensions_between_our_settlers_and_the_Indians,_and_amongst_the_Indians_themselves_is_a_growing_cause_for_concern:_violence_is_never_far_on_the_frontier.\n\nTo_protect_our_settlers_we've_been_entering_into_treaties_with_the_$STATENAME$_Indian_tribes_to_open_lands_for_settlement,_as_well_as_stabilize_inter-tribal_relations.;;;;;;;;;;;;;
EVTNAME660025;Disaster!;;;;;;;;;;;;;
EVTDESC660025;All_of_Illinois_is_in_turmoil_as_news_of_the_disaster_our_forces_suffered_spreads..._An_advanced_detachment_harrying_the_British_Band_broke_and_ran_when_their_encampment_set_upon_by,_what_was_perhaps,_1/6th_their_number_of_Indians._An_utter_and_complete_disgrace,_which_has_thoroughly_shaken,_perhaps_destroyed,_the_faith_our_people_have_in_the_armed_forces...;;;;;;;;;;;;;
EVTDESC660030;When_the_Americans_killed_a_group_sent_to_negotiate_under_a_flag_of_truce,_Black_Hawk_decided_it_was_war!_From_now_he_engaged_on_a_campaign_of_raiding_American_settlements_and_spreading_wanton_destruction.;;;;;;;;;;;;;
EVTNAME660031;Refugees!;;;;;;;;;;;;;
EVTDESC660031;'Bloodthirsty_Warriors..._Sweeping_northern_Illinois_with_the_bosom_of_destruction...!'\n\n$PROVINCENAME$_is_swamped_with_refugees_from_Northern_Illinois_and_Southern_Wisconsin,_fleeing_raiding_by_the_British_Band_and_its_leader_Black_Hawk.\n\n[You_lost_a_province_to_the_Indian_Tribes.];;;;;;;;;;;;;
EVTNAME660032;Refugees!;;;;;;;;;;;;;
EVTDESC660032;$PROVINCENAME$_is_swamped_with_refugees_from_Northern_Illinois_and_Southern_Wisconsin,_who_left_their_homes_after_news_of_that_the_British_Band_has_arrived_in_their_region_spread,_yet_the_army_did_not_show_up_to_protect_them.\n\n[You_lost_a_province_to_the_Indian_Tribes.];;;;;;;;;;;;;
EVTNAME660033;Raids!;;;;;;;;;;;;;
EVTDESC660033;Various_Indian_nations_would_join_in_Black_Hawk's_war._If_not_to_support_Black_Hawk,_then_certainly_to_settle_some_score_or_another.;;;;;;;;;;;;;
EVTNAME660040;The Bad Axe Massacre;;;;;;;;;;;;;
EVTDESC660040;Trapped_on_three_sides_by_the_army,_on_the_fourth_by_a_gunboat_on_the_river,_there_was_no_escape_for_Black_Hawk's_British_Band._Those_managing_to_escape_across_the_river,_were_mercilessly_hunted_down_by_Sioux_allies.\n\nThe_British_Band_has_been_decimated_and_is_unlikely_to_bother_us_again_soon.;;;;;;;;;;;;;
EVTNAME660042;The Black Hawk Purchase;;;;;;;;;;;;;
EVTDESC660042;Our_victory_over_Black_Hawk,_his_British_Band_and_his_allies,_has_given_us_grounds_to_acquire_$PROVINCENAME$_for_our_own_settlement.;;;;;;;;;;;;;
EVTNAME660043;A Humiliating Defeat;;;;;;;;;;;;;
EVTDESC660043;Sunday_soldiers_they_are,_these_militia_men,_more_interested_in_earning_glory_and_having_a_jolly_good_time_than_winning_battles._Faced_with_Black_Hawk's_fearless_Band,_committed_to_their_cause,_they_faltered_and_showed_their_true_colors._Once_more_they_ran.\n\nThe_people_and_state_of_Illinois_have_decided_that_they_prefer_to_leave_the_North_Illinois_to_Indians...;;;;;;;;;;;;;
EVTNAME660051;A meeting at Fort Lamarie;;;;;;;;;;;;;
EVTDESC660051;The_Great_Father_has_called_a_meeting_of_all_the_Plains_Nations,_no_doubt_to_force_the_cession_of_our_lands...;;;;;;;;;;;;;
EVTDESC660052;The_Great_Father_has_called_a_meeting_of_all_the_Plains_Nations,_at_Fort_Lamarie._This_is_located_within_Sioux_territory:_our_nemesis!;;;;;;;;;;;;;
EVTNAME660055;The Treaty of Fort Laramie;;;;;;;;;;;;;
EVTDESC660055;The_$FROMCOUNTRY_ADJ$_have_agreed_to_our_proposals.;;;;;;;;;;;;;
EVTDESC660056;The_$FROMCOUNTRY_ADJ$_have_rejected_our_proposals.;;;;;;;;;;;;;
EVTDESC660057;The_$FROMCOUNTRY_ADJ$_have_sent_word_that_they_do_not_intend_to_participate_to_answer_our_call_for_a_conference,_stating_that_Fort_Laramie_is_within_Sioux_territory,_their_enemies.;;;;;;;;;;;;;
EVTNAME680106;The York Factory Express;;;;;;;;;;;;;
EVTDESC680106;New_settlers_have_arrived_in_the_Oregon_Territory._Traveling_west_via_the_York_Factory_Express,_these_are_British_settlers.;;;;;;;;;;;;;
EVTNAME680103;New Lands!;;;;;;;;;;;;;
EVTDESC680103;The_rapid_inflow_of_migrants_means_most_easily_accessible_lands_have_been_settled._New_arrivals,_looking_for_better_territories,_have_decided_to_settle_new_lands!;;;;;;;;;;;;;
EVTNAME675010;Canadian Settlement Act;;;;;;;;;;;;;
EVTDESC675010;The_growing_population_of_Canada_is_pushing_people_west,_into_the_wood_and_onto_the_prairie.;;;;;;;;;;;;;
EVTNAME675031;Gold!;;;;;;;;;;;;;
EVTDESC675031;'Gold!_Gold!_Gold_from_the_$COUNTRY_ADJ$_River!'\n\nA_man,_as_if_possessed,_runs_through_the_streets_of_$PROVINCENAME$,_raising_a_vial_of_gold_in_one_hand,_flapping_his_hat_in_the_other,_frantically_proclaim_the_discovery_of_gold_in_the_mountains_of_California.\n\nEarlier_this_day,_that_very_same_man_opened_the_only_store_in_prospecting_equipment_in_the_region...;;;;;;;;;;;;;
EVTNAME675032;Gold!;;;;;;;;;;;;;
EVTDESC675032;A_dried_up_old_traveler_has_returned_from_the_wilderness._When_given_a_whiskey_he_says_with_a_hoarse_voice_'Gold!_I_have_found_Gold!_A_mountain_of_Gold!'\n\nHoping_to_pay_his_tap_with_a_nugget,_the_barkeep_informs_him_that_what_he_thought_of_as_gold_is_in_fact_worthless_pyrite:_fool's_gold...;;;;;;;;;;;;;
EVTNAME675035;The Forty-Niners;;;;;;;;;;;;;
EVTDESC675035;'It_was_a_driving,_vigorous,_restless_population..._It_was_a_curious_population._It_was_the_only_population_of_the_kind_the_world_has_ever_seen_gathered_together,_and_it_is_not_likely_the_world_will_ever_see_its_like_again._For,_observe,_it_was_an_assemblage_of_two_hundred_thousand_young_men_-not_simpering,_dainty,_kid-gloved_weaklings,_but_stalwart,_muscular,_dauntless_young_braves,_brimful_of_push_and_energy,_royally_endowed_with_every_attribute_that_goes_to_make_up_a_peerless_and_magnificent_manhood-_the_very_pick_and_choice_of_the_world's_glorious_ones..._The_strangest_population,_the_finest_population,_the_most_gallant_host_that_ever_trooped_down_the_startled_solitudes_of_an_unpopulated_land.'_-Mark_Twain\n\nThey_come_from_all_walks_of_life,_these_49ers,_setting_out_for_a_new_new_life,_hoping_to_strike_it_rich_in_the_mountains_of_California.;;;;;;;;;;;;;
EVTNAME675036;The Forty-Niners;;;;;;;;;;;;;
EVTDESC675036;As_news_of_the_gold_finds_of_California_spreads_around_the_world,_men_of_all_walks_of_life_are_descending_on_the_state,_hoping_to_find_instant_wealth_in_the_mountains.\n\nThe_people_of_Oregon,_being_closest_to_the_action,_are_among_the_first_to_participate_in_this_mass_movement_of_people,_and_in_doing_so_are_opening_up_new_territories_for_settlement.;;;;;;;;;;;;;
EVTNAME675041;Gold!;;;;;;;;;;;;;
EVTDESC675041;A_dried_up_old_traveler_has_returned_from_the_wilderness._When_given_a_whiskey_he_says_with_a_hoarse_voice_'Gold!_I_have_found_Gold!_A_mountain_of_Gold!';;;;;;;;;;;;;
EVTNAME675042;Gold!;;;;;;;;;;;;;
EVTDESC675042;A_dried_up_old_traveler_has_returned_from_the_wilderness._When_given_a_whiskey_he_says_with_a_hoarse_voice_'Gold!_I_have_found_Gold!_A_mountain_of_Gold!'\n\nHoping_to_pay_his_tap_with_a_nugget,_the_barkeep_informs_him_that_what_he_thought_of_as_gold_is_in_fact_worthless_pyrite:_fool's_gold...;;;;;;;;;;;;;
EVTNEWS16310_long;In a landmark ruling delivered today, the U.S. Supreme Court has decided that the slaves involved in the violent rebellion aboard the Spanish schooner 'Amistad' of 1839, later apprehended near Long Island, New York, were merely, in light of the outlawing of the trans-Atlantic slave trade, acting in defense of their personal liberty. They are therefore, to the joy of the abolitionists, to be set free.;;;;;;;;;;;;;
EVTNEWS16310_medium;The U.S. Supreme Court issued a ruling today that the slaves involved in the violent rebellion aboard the Amistad were merely, in light of the outlaw of the trans-Atlantic slave trade, acting in defense of their personal liberty, and are therefore to be set free.;;;;;;;;;;;;;
EVTNEWS16310_short;The U.S. Supreme Court issued a ruling today that the slaves rebelling aboard the Amistad were merely acting in defense of their personal liberty, and are therefore to be set free.;;;;;;;;;;;;;
EVTNEWS16314_long;In a ruling sure to please few, the U.S. Supreme Court has decided that those involved in the violent rebellion aboard the Spanish schooner 'Amistad' of 1839, later apprehended near Long Island, New York, are, in light of the outlawing of the trans-Atlantic slave trade, not legally slaves, but U.S. law requires their extradition to Spain to stand trial for their involvement in the mutiny and death of the crew.;;;;;;;;;;;;;
EVTNEWS16314_medium;The U.S. Supreme Court issued a ruling today that those involved in the violent rebellion aboard the Amistad are property nor slaves, but are, in accordance with U.S. law, to be extradited to the Spanish to stand trial for their involvement in the death of the crew.;;;;;;;;;;;;;
EVTNEWS16314_short;The U.S. Supreme Court has ruled that those involved in the rebellion aboard the Amistad are not slaves, but still have to be extradited to Spain to stand trial for the death of the crew.;;;;;;;;;;;;;
EVTNEWS16320_long;A brutal beating took place on the floor of the U.S. House of Representatives when the Southern assaulted the abolitionist Sumner with his cane, till the cane broke and his victim collapsed. Sumner, who is badly injured and expected to suffer lasting damage from his ordeal, had earlier made an inflammatory speech condemning slavery and the Kansas-Nebraska Act, and was particularly offensive to one of its authors: Senator Butler, uncle to Brooks.;;;;;;;;;;;;;
EVTNEWS16320_medium;The heated atmosphere surrounding the issue of slavery has let one Southern representative to assault and beat senseless an abolitionist representative after he made inflammatory and derogatory remarks concerning slaveholders and the South.;;;;;;;;;;;;;
EVTNEWS16320_short;A brutal beating took place on the floor of the U.S. House of Representatives, as a Southern representative assaulted an abolitionist after he made inflammatory and offensive remarks.;;;;;;;;;;;;;
EVTNEWS675036_TITLE;Californian Gold;;;;;;;;;;;;;
indian_removal_act_NEWS_LONG;An act passed by the U.S. Congress has authorized the President to enter into negotiations with Indian tribes with the aim of securing their removal from their traditional homelands to new lands west of the Mississippi. An act of mercy, the U.S. President argues, as their homelands are encroached upon by settlers. Under this march of progress, the Indians are sure to disappear anyway. West of the Mississippi, away from civilization, they can at least preserve their way of life and maintain self-determination.;;;;;;;;;;;;;
indian_removal_act_NEWS_MEDIUM;Under a newly passed Act of Congress, the U.S. President has been authorized to negotiate with Indian tribes for their removal to federal territory west of the Mississippi. An act of mercy, the U.S. President argues, as under the march of progress they would face extinction.;;;;;;;;;;;;;
indian_removal_act_NEWS_SHORT;Today the U.S. Congress passed an act authorizing the President to negotiate with Indian tribes for their removal to federal territories west of the Mississippi.;;;;;;;;;;;;;
