 Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;
AUSTINFOUNDING;The Founding of Austin;;;;;;;;;;;;;
build_zhanqala_title;Build the Zhanaqala Fortress;;;;;;;;;;;;;
build_zhanqala_desc;The situation in the Syr Darya delta has improved since the capture and destruction of the Babajan Fortress in 1835 at the hands of Zhankozha Batyr enough so that we may attempt to construct a second fortress in the area to extend our influence along the Aral coast once more.;;;;;;;;;;;;;
invade_the_steppe_khi_title;Invade the Kazakh Steppe;;;;;;;;;;;;;
invade_the_steppe_khi_desc;With the Zhanaqala Fortess built over the ruins of the old Babajan Fortress, we have regained a stable enough footing to once again start projecting power into the Kazakh Steppe. While the recently arrived Russians may be powerful, their hold on these lands is still loose enough for us to attempt an incursion into the right bank of the Syr Darya. May God be with us!;;;;;;;;;;;;;
found_kopal_title;Establish the Bailiff of the Senior Horde Kazakhs in Kopal;;;;;;;;;;;;;
found_kopal_desc;In order to exercise more control over our southern frontier in the Kazakh Steppe, we can establish the position of The Bailiff of the Senior Horde Kazakhs centered on the new Kopal fortification in the northeastern part of Semirechye. The Bailiff System, as a transitional stage, will become the first administrative body of imperial authorities in the territory of Semirechye, §Bexpanding our influence in the Senior Jüz§W;;;;;;;;;;;;;
colonize_pamir_title;Send an expedition into the Eastern Pamirs;;;;;;;;;;;;;
colonize_pamir_desc;The Eastern Pamirs have always been a desolate backwater at the edge of every local Empire's frontiers. Recent advances in our country have finally allowed us to send for an expedition into this uncharted corner of the world for the purpose of establishing a permanent foothold and cementing our claims to the region as most legitimate. §RThe tooltip is broken- Either be a Central Asian or Iranian cultured tag that has Land and Administrative reforms or is civilized or have the Dark Continent invention.§W;;;;;;;;;;;;;
rus_invade_kazakhs_title;Put an End to Kenesary Khan's rebellion;;;;;;;;;;;;;
rus_invade_kazakhs_desc;§RGain 2.5 infamy§! Kenesary Khan's constant raiding of Russian settlements and opposing of Kazakh Sultans loyal to the Empire has gone on for too long! We must mount a decisive campaign into the Kazakh Steppe in order to finally bring peace and order to the land!;;;;;;;;;;;;;
siege_akmechet_title;Seize Ak-Mechet from the Kokand Khanate;;;;;;;;;;;;;
siege_akmechet_desc;Placed on the defensible Syr Darya river, Ak-Mechet is an important northern outpost of the Kokand Khanate, used as a base to collect tax and to control trade between us and southern Central Asia and used for frequent attacks by Kokandi and Kokandi allied Kazakh forces against us interfering with our goal of capturing Khiva. Due to the influence it gives Kokand over the Kazakh Steppe, its capture or destruction is a priority for realizing our goals of expanding into Central Asia.;;;;;;;;;;;;;
kenesary_war_rus_victory_title;Peace in the Kazakh Steppe;;;;;;;;;;;;;
kenesary_war_rus_victory_desc;With our decisive victory over Kenesary Khan's horde, the time has come to establish a more permanent peace in the region.;;;;;;;;;;;;;
kenesary_war_kaz_victory_title;A Peace with Russia;;;;;;;;;;;;;
kenesary_war_kaz_victory_desc;With our decisive victory over the Russian armies, the time has come to collect the spoils of war.;;;;;;;;;;;;;
kazqng_war_qng_victory_title;A Peace with the Kazakhs;;;;;;;;;;;;;
kazqng_war_qng_victory_desc;The Kazakh barbarians have finally been brought to heel in the face of our overwhealming might. All that's left is to dictate the exact terms of peace.;;;;;;;;;;;;;
kazqng_war_kaz_victory_title;A Peace with the Manchu;;;;;;;;;;;;;
kazqng_war_kaz_victory_desc;With our long dreamt victory over the Chinese armies, the time has come to collect the spoils of war.;;;;;;;;;;;;;
perrus_war_per_victory_title;A Peace with the Russians;;;;;;;;;;;;;
perrus_war_per_victory_desc;With our long dreamt victory over the Russian armies, the time has come to collect the spoils of war.;;;;;;;;;;;;;
perrus_war_rus_victory_title;A Peace with the Persians;;;;;;;;;;;;;
perrus_war_rus_victory_desc;With our third victory over the Persian armies, the time has come to collect the spoils of war.;;;;;;;;;;;;;
unite_afghanistan_title;Unite Afghanistan;;;;;;;;;;;;;
unite_afghanistan_desc;After the collapse of the Durrani Empire, Afghanistan has never been more divided, with dozens of independent tribes, emirates, and khanates laying claim to various parts of the old Empire. Loyalties constantly shift, as alliances are forged and broken in the struggle for supremacy, while foreign powers like the British and the Persians have sought to exploit these fractured states for their own ambitions. Amidst the chaos, the idea of unification still lingers, but it is still burdened by tribal rivalries, regional autonomy, and the absence of a single leader strong enough to bind the nation under one banner once again.;;;;;;;;;;;;;
restore_faizabad_mines_title;Restore the Sar-e Sang Lapis Lazuli Mines;;;;;;;;;;;;;
restore_faizabad_mines_desc;Ever since Mir Muhammad Murad Beg of Kunduz sacked Faizabad and relocated a massive portion of its population to the desolate swamps of Kunduz, the formerly world-renowned Sar-e Sang lapis lazuli mines of Badakhshan have fallen to disrepair. Repairing these mines will require both major reforms to local land distribution and heafty investment from our treasury, but the reestablishment of these mines would be a massive boon for our nation.;;;;;;;;;;;;;
kyrgyz_raids;Raided by the Kyrgyz;;;;;;;;;;;;;
kyrgyz_ili_invasion_title;Subjugate the Kazakhs of Jetisuu;;;;;;;;;;;;;
kyrgyz_ili_invasion_desc;§RGain 2 infamy§! With our people's independence secured, it is time to look to expansion! The Kazakhs of the Ili Valleys, tired and weary from decades of strife are a perfect target for out fledgling Khanate and will bow before our might without bloodshed. Let us cross the Ala-Too into the fertile lands of Jetisuu!;;;;;;;;;;;;;
kyrgyz_ili_capital_title;Construct a New Capital on the Ile River;;;;;;;;;;;;;
kyrgyz_ili_capital_desc;With the lush pastures surrounding the right bank of the Ile River in our hands, the time has come to commence a grand project- A new capital for the Kara-Kyrgyz! The scale of this task goes far beyond the simple villages and ordos our people are accustom to. It shall be the foundation of a grand city built on new European principles to rival grand cities like Kokand, Samarkand, and Turkistan. We shall name the city after Ormon Khan, the great Khan that lead our people to their freedom and across the Ala-Too.;;;;;;;;;;;;;
kyrgyz_ili_settle_title;Settle the Lands of Ile with Kyrgyz;;;;;;;;;;;;;
kyrgyz_ili_settle_desc;§RGain 3 infamy§! With the construction of Ormonsaari complete and our dominance over the Ile River cemented, we can now begin the next phase of developing our empire and settle the lands with Kyrgyz. While at one point decades prior our people fled to here from the lands south of the Ala-Too momentarily to gain respite from the army of Kokand only to return after peace was made with the Khan, this era of migration shall be a more permanent one as we restructure tribal lines and adopt a more sedentary way of life in imitation of the Sarts and Europeans. This disruption of the status-quo is sure to upset the Kazakh nomads inhabiting the region with us, but they too will learn this new way of life in time.;;;;;;;;;;;;;
kyrgyz_dzungaria_title;March to the Mongol Altai;;;;;;;;;;;;;
kyrgyz_dzungaria_desc;§RGain 5 infamy§! Our people will never know true peace and freedom if we remain stagnant! With the Sarts to the south, Russians and Kazakhs to the north and west, and Manchu to the east, there is no shortage of vultures lurking in our periphery waiting for the opportune time to strike at us in a moment of weakness. We must arm ourselves with the best of weapons, discipline ourselves with the strictest of training, and expand our domain across the to the highest of mountains if we are to survive as a people. Long live the Kyrgyz people! Long Live the Kara-Kyrgyz Khanate!;;;;;;;;;;;;;
kyrgyz_empire_title;Conquer the Domains of the Old Kyrgyz Empire;;;;;;;;;;;;;
kyrgyz_empire_desc;The Yenisei Qirqiz El, or Kyrgyz Khaganate, were a once great empire stretching from the Yenisei river in the west to the Amur in the east, from the frozen Siberian steppe in the north, past the Gobi desert extending as far south as Ordo. As the people who bear the same name and legacy as the old Qirqiz, it is vital that we retake our claims over our rightful dominion and restore the glory of the old Kyrgyz Empire.;;;;;;;;;;;;;
rus_vassalize_kyr_title;Send Kazakhs to break the unity of the Kyrgyz;;;;;;;;;;;;;
rus_vassalize_kyr_desc;With the death of Ormon Khan, Khan of the Kyrgyz and ally of ours during the Kenesary Rebellion, the Kara-Kyrgyz Khanate has collapsed in all but name after Ormon Khans capture and execution at the hands of the rival Bugu clan. All pretenses of cooperation between our peoples have died with him, but a new opportunity presents itself- by employing Kazakh raiders to march south and disrupt the fragile peace and unity between the various Kyrgyz tribes, §Bwe may be able to strong-arm the Kyrgyz into accepting vassalage in exchange for protection.§W;;;;;;;;;;;;;
rus_dissolve_kyr_title;Dissolve the Kara-Kyrgyz Khanate;;;;;;;;;;;;;
rus_dissolve_kyr_desc;While the Kara-Kyrgyz Khanate may have lost all political power after the death of Ormon Khan in 1855, his son Umetaaly continued to lead the Sarybagysh clan in resisting our lordship over Kyrgyzia for over a decade as he still holds the de-jure title of Kyrgyz Khan. With pressure mounting not only from us, but also from Yakub-beg of Kashgar in the east, Umetaaly now approaches us to submit to our rule. With the last of the Kyrgyz tribe under our dominion, the time has finally come to end any further notion of Kyrgyz autonomy and dissolve the Kara-Kyrgyz Khanate.;;;;;;;;;;;;;
kokand_invade_darvaz_title;Invade Darvaz and Kulab;;;;;;;;;;;;;
kokand_invade_darvaz_desc;As we rapidly expand beyond our core territory in the Ferghana Valley, the lands south of Alay Mountains ruled by the Shahs of Darvaz look ripe for the taking. Let us march south and assert our rule over the lands north of the Panj River before the Bukharans can.;;;;;;;;;;;;;
kokand_invade_darvaz2_title;Reclaim Karategin;;;;;;;;;;;;;
kokand_invade_darvaz2_desc;During the tumulous years after the assassination of Sherali Khan, our holdings in Kulob and Karategin were stolen from us by the upstart Ismail Shah of Darvaz. Now that our situation is less precarious we can finally plan another expedition into the Alay Mountains to reclaim Karategin from the Shahs of Darvaz.;;;;;;;;;;;;;
luristan_investment_title;Invest into the Redevelopment of Luristan;;;;;;;;;;;;;
luristan_investment_desc;§R(Pay 75,000¤)§! It is no secret that the Qajar Dynasty treats the Lurish people with a mix of apathy and distain. Ever since Aga Mohammad Khan Qajar and his rivalry with the Zand Lurs lead to the sacking of their capital in Shiraz and the division of the Luristan province into the Poshtkuh and Pishkuh provinces, the Lurish people have been subject to a systematic policy of neglect and divide-and-rule with the various Lurish tribes being pitted against each other for meager attention from Tehran, leading to economic decline, political instability, and increased pastoral nomadism. To invest in the recovery of Luristan would mean to let go of a near century's worth of domestic policy and tribal resentment, but it would certainly help us to fortify our borderland and regain the good-will of the Lurish people.;;;;;;;;;;;;;
annex_arabestan_title;End the Autonomy of the Sheikh of Arabestan;;;;;;;;;;;;;
bukharan_ambitions_title;Strike at the Kokand Khanate!;;;;;;;;;;;;;
bukharan_ambitions_desc;The wicked Madali Khan of Kokand has stretched his nation too thin with his recent expansion into Khatlon and the Kazakh Steppe and has now resorted to plotting with the infidel Russians to expand his decadent influence across pious Muslim lands. With rumors of Madali Khan's recent marriage to his own step-mother, an act expressedly forbidden in Islam, we can use this opportunity to strike at Kokand, waging holy war against the decadent Madali Khan to restore pious rule over Kokand and take our claims on Ura-Teppe and Khojand!;;;;;;;;;;;;;
annex_arabestan_desc;The Emirate of Arabestan has always served as a useful middle-man between the local Arab population and central Iranian authority with relations between the ruling Sheikhs in Muhammara and Tehran remaining fairly cordial throughout the century. But as Iran reforms itself into a modern nation-state that uses modern administrative practices, the role of the Sheikh of Arabestan has grown redundant. This, along with the recent discovery of oil in the region of Arabestan means it is more important now that ever to enforce direct rule from Tehran over the region, lest our grip slowly be weakeened and Arabestan wrest from our grasps. It should be noted, however, that recent developments in the region have lead to the Sheikh of Arabestan to ally with the local Bakhtiari clans. Any attempt at a military campaign into the region is sure to anger them into their own full scale revolt.;;;;;;;;;;;;;
annex_luristan_title;Restore Order to Luristan;;;;;;;;;;;;;
annex_luristan_desc;We have let the Lurish tribes have autonomy for too long. While the Qajar policy of divide and rule, along with the intentional withholding of troops and funds from our governors until now has been the main factor in Luristan's current lawlessness, recent reforms in our administration finally prepare us to attempt to restore much needed order in the region. In addition, we will also be able to campaign past the Zagros Mountain into the province of Poshtkuh and revoke the governorship of the province from the ruling Feyli tribe, ending over 700 years of autonomous Lurish rule in the area.;;;;;;;;;;;;;
annex_maku_title;Dissolve the Maku Khanate;;;;;;;;;;;;;
annex_maku_desc;The Khanate of Maku has existed as a semi-autonomous entity since the collapse of Nader Shah's Afsharid Empire. It served as a vital frontier against both the Russians in the north and the Ottomans in the west, but as we modernize our nations in accordance with western ideas of statehood, we must rid ourselves of these antiquated remnants of feudalism. We need to revoke their autonomy and reform these lands in a central $COUNTRY_ADJ$ administration;;;;;;;;;;;;;
annex_maraqeh_title;Dissolve the Maraqeh Khanate;;;;;;;;;;;;;
annex_maraqeh_desc;Originally a clan of the Otuziki tribe of Karabakh, the Moghaddams of Maraqeh haved served as regional governors of Maraqeh and the surrounding areas since the time of Safavid Shah Abbas I. As our modernization efforts continue in accordance with western ideas of statehood, we must incorporate the Moghaddam into the national government and revoke their status as self-governing provincial rulers.;;;;;;;;;;;;;
tame_dalvarzin_title;Irrigate the Golodnaia Steppe;;;;;;;;;;;;;
tame_dalvarzin_desc;The vast "Hungry" Steppe between Samarkand and Tashkent are sparsely populated and unproductive. It would be wise to invest in irrigation canals and other works of hydraulic engineering in order to develop the region.;;;;;;;;;;;;;
sart_language_schooling_title;Standardized Language Schooling in $COUNTRY$;;;;;;;;;;;;;
sart_language_schooling_desc;In an effort to truly become a modern nation with the strength to push against the world, resolving the matter of cultural unity is imperative. A plan has been put forward by ministers and scholars using similar policies learned from the French and Japanese as a basis for addressing this issue- A Standardized Language Schooling System.;;;;;;;;;;;;;
ca_empire_development_title;Revitalize $COUNTRY$ Silk Road Cities;;;;;;;;;;;;;
ca_empire_development_desc;§R(Pay 500,000¤)§! Central Asia is home to some of the oldest and most prestigious cities in the world. While this would normally be a point of pride for $COUNTRY$, the cramped, medieval-style streets and buildings make our efforts to grow and modernize the nation far more difficult and prone to risk than it needs to be. A bold initiative has been proposed in response- a massive campaign of renovating the various cities along the Silk Road, implementing a modern transportation network connecting our vast domains and eliminating potential sanitary problems as our cities' populations grow.;;;;;;;;;;;;;
zands1_title;Greater Luristan;;;;;;;;;;;;;
zands1_desc;§RGain 5 infamy§! Now that we are independent from Qajar oppression and have secured our core lands, we must strive to achieve a truly noble vision- All Lurish people united in a Greater Lurish State;;;;;;;;;;;;;
zands2_title;Torchbearers of the Zandiye Legacy;;;;;;;;;;;;;
zands2_desc;Karim Khan Zand of the Zandiye tribe of Lurs once commanded a nation that stretched from Derbend in the Caucasus to Bandar Abbas in the Persian Gulf. While the Qajar's brutal slaughter of any potential Zand claimants prevent us from formally reestablishing the dynasty in Luristan, with the capture of Shiraz, we can still attempt to claim the lands of the kingdom as the final form of our new Lurish state.;;;;;;;;;;;;;
afsharids1_title;Pass Down Leadership Of The Chahar Vilayets To The Afshars Of Andkhoy;;;;;;;;;;;;;
afsharids1_desc;§RGain 1 infamy§! The Afshar tribe that rule over the Andkhoy Khanate, one of the four constituents of the Chahar Vilayets, are a proud and hardy people who's name once struck fear throughout all of Iran and Turan under the flag of Nader Shah Afshar. With the Chahar Vilayets down on its luck with the secession of the Sar-e Pol Khanate, perhaps a change in leadership is needed to restore our former strength.;;;;;;;;;;;;;
afsharids2_title;Raise The Afshar Banner Across Khorasan;;;;;;;;;;;;;
afsharids2_desc;§RGain 5 infamy§! Less than a century ago, the Afshar tribe were masters over the whole of Khorasan. With their capital in the grand city of Mashhad, Nader Shah was able to use its central location to project power across all of the Guarded Domains. Perhaps it is time for us to do the same?;;;;;;;;;;;;;
afsharids3_title;Rekindle The Empire And Retake The Iranian Domains;;;;;;;;;;;;;
afsharids3_desc;§RGain 14 infamy§! In 1796, Agha Mohammad Khan Qajar, the founder of the Qajar dynasty, seized Mashhad and tortured the last Afsharid Shah, Shahrokh Shah Afshar, to force him to reveal the whereabouts of Nader Shah's treasures. Shahrokh died of his injuries soon after and with him the Afsharid dynasty came to an end. With our position in Khorasan secured, it is time for us to restore the Afshar Empire by taking back the heartlands of the Guarded Domains of Iran back from the usurping Qajars. Onwards to Tehran!;;;;;;;;;;;;;
afsharids4_title;Pacify The Afghans;;;;;;;;;;;;;
afsharids4_desc;§RGain 7 infamy§! The Afghan provinces containing the great cities of Kabul, Kandahar, and Ghazni were a vital part of the Afsharid Empire before Ahmad Shah Durrani declared his independence by founding the Durrani Empire, which also crumbled soon after their founding leader died. Let us bring the fragmented heirs of the traitorous Ahmad Shah back into the Afshar fold and use Afghanistan's strategic location as a staging ground for future campaigns.;;;;;;;;;;;;;
afsharids5_title;Bring The Baluch To Heel;;;;;;;;;;;;;
afsharids5_desc;§RGain 3 infamy§! The Khanate of Kalat and the rest of the fragmented tribes of Baluchistan were previously vassal states of the old Afshar Empire. It is imperative for us to bring the Baluch back under our control and strengthen our control over the coast of the Omani Sea and Indian Ocean.;;;;;;;;;;;;;
afsharids6_title;Bring Order To Disparate Turkestan;;;;;;;;;;;;;
afsharids6_desc;§RGain 10 infamy§! The lands of Little and Greater Turkestan are filled with boundless riches and serve as a vital connection point for trading with China and Russian Siberia. The great cities of Khiva, Bukhara, Samarkand, and Fayzabad all used to bow before Afshar dominance and must do so once again. Let us ride to the Land Beyond The River and establish a northern frontier that will keep the Guarded Domains safe from any threat!;;;;;;;;;;;;;
afsharids7_title;Realize Nader Shah's Ambitions in Mesopotamia;;;;;;;;;;;;;
afsharids7_desc;§RGain 6 infamy§! Nader Shah's Mesopotamian Campaign was meant to be a grand turning point in the future of the Empire. His victory against the Ottomans would force the Sunni Caliph to accept an altered form of the Shiite sect into the greater Sunni orthodoxy as the Ja'fari School of Islam. Unfortunately, his deteriorating health and disinterest with conquest after the blinding of his son Reza Qoli prevented him from finishing his grand design. While our ultimate goals do not involve the transformation of the Sunni and Shia faiths, we can still honour him by conquering lands in Mesopotamia and defeating the mighty Ottoman Empire.;;;;;;;;;;;;;
afsharids8_title;Campaign Across The Persian Gulf;;;;;;;;;;;;;
afsharids8_desc;§RGain 4 infamy§! Nader Shah's conquests of the southern coast of the Persian Gulf and Oman were intended to transform the Afshar empire into the hegemonic state of the Gulf. While his campaigns were all initially successful, the rebellion of Mohammad Taghi Khan, Grand Admiral of the Empire, lead to some of the gained territories being lost, which while regained after the rebellion was suppressed, did not survive the dissolution of the Empire after Nader Shah's death. If we are able to reestablish a navy, now based on advanced European priciples, we may be able to reattempt a campaign across the Gulf and reestablish ourselves as the masters of the Persian Gulf and Oman.;;;;;;;;;;;;;
afsharids9_title;Invade India;;;;;;;;;;;;;
afsharids9_desc;§RGain 15 infamy§! Undoubtably, Nader Shah Afshar's greatest achievement was the crushing of the Mughal Empire during his invasion of India. The once great Mughal Empire, then a weak and crumbling state, was stuck by a swift and final death blow by Nader Shah, leading to the collapse of the Mughals. The spoils taken in the infamous sacking of Delhi was so valuable that Nader Shah stopped taxation in Iran for a period of three years following his return.\nNow that we have reestablished our hegemony over the Afghans, Uzbeks, and Baluch through these years of campaigning, we may seek to repeat this legendary campaign and launch our own invasion into India, but this time, instead of facing a rotting and decadent Mughal Empire, we would have to face the great and mighty British Empire instead...;;;;;;;;;;;;;
burma_invade_bengal_title;Realize King Bagyidaw's Bengali Ambitions;;;;;;;;;;;;;
burma_invade_bengal_desc;King Bagyidaw, seventh King of the Konbaung Empire of Burma, faced with a powerful China and a resurgent Siam in the east had ambitions to expand the Empire westwards. Gradually conquering the Kingdoms of Arakan, Manipur, and Assam, they eventually arrived at a long and ill-defined border with the British East India Company but Bagyidaw's ambitions did not end there. His desire to expand further west and conquer British Bengal eventually lead to open war with the British and, despite initial gains, defeat in the 1st Anglo-Burmese in 1824 and the loss of all territories west of the Arakan Mountains and to our south. If we manage to reconquer the territories lost at the hands of the British while remaining free of their influence, we would be in a position to revive our ambitions over Bengal and perhaps even strike at the whole of the East India Company itself...;;;;;;;;;;;;;
burma_invade_siam_title;Destroy the Rattanakosin Kingdom;;;;;;;;;;;;;
burma_invade_siam_desc;The Burmese and Thai are no strangers to hostilities. For most of our two kingdoms' history, and even before their foundings, we and the Rattanakosin have fought countless brutal wars amongst ourselves in a bid to establish dominance over Indochina. If we are to finally put a decisive end to the Siamese, it would require our officers to embrace western military tactics and schooling and for us to ally with the surrounding Kingdoms of Cambodia and Dai Viet, who also greatly dislike the Rattanakosin Kingdom. If we are able to assemble the pieces, we will be able to march into Ayutthaya and destroy the Siamese for good.;;;;;;;;;;;;;
claim_sindh_title;Greater Sindhi Borders;;;;;;;;;;;;;
claim_sindh_desc;§RGain 5 infamy§! The Kalhora Dynasty who ruled Sindh before their defeat at our hands in the 1783 Battle of Halani ruled a territory larger than the state we currently rule over. As the vaquishers and rightful successors of the Kalhora Dynasty, we, the Talpur Dynasty, shall reclaim the territories of our old dominion and bring glory to $COUNTRY$!;;;;;;;;;;;;;
lurish_anarchy;The Period of Self-Determination;;;;;;;;;;;;;
lurish_neglect;The Neglect of Luristan;;;;;;;;;;;;;
lurish_investment;The Development of Luristan;;;;;;;;;;;;;
ormon_khan;Ormon Khan;;;;;;;;;;;;;
ormon_khan_desc;A member of the powerful Sarybagysh tribe and an ally to the Russians in the region, Ormon's reign sees a centralization of the Kyrgyz tribes, with the establishment of legal and judicial systems backed by a state military that strikes fear in dissenters hearts.;;;;;;;;;;;;;
kokand_ming;The Ming Dynasty;;;;;;;;;;;;;
kokand_ming_desc;The rulers of Kokand who are from the Uzbek Ming tribe are not descendants of Genghis Khan, and since the state and legal ideology in Central Asia supposes supreme power was the prerogative of the Chingissids, in order to legitimize their title of khan crafted a legend about their descent from Altun-Bishik, the son of Babur and a descendant of Tamerlane. This legend is perceived in the Kokand Khanate as dogma and its truth as imperative, becoming a source of law. No one in the khanate dares to question its veracity in the slightest.;;;;;;;;;;;;;
darvaz_alexander_larp_title;Our Alexandrian Legacy;;;;;;;;;;;;;
darvaz_alexander_larp_desc;Our glorious Dynasty is said to trace its roots all the way back to Iskandar Dhul-Qarnayn the Macedonian himself. While none have taken our grandiose claims seriously until now, with our position as one of the eminent powers of the world firmly in place, we can formalize our place as the rightful heir to Iskandar and press our claims over his Imperial territories.;;;;;;;;;;;;;
muslimkul;Musulmonqul's Rule;;;;;;;;;;;;;
