EVTOPTC4434;Set them up in the colonies and homeland. §RAdds 1 point to the "slowdown" scale.;;;;;;;;;;;;;
EVTOPTC34611;We can't afford anything right now.;;;;;;;;;;;;;
EVTOPTC999000;Freedom of trade shall not perish from this Earth!;;;;;;;;;;;;;
EVTOPTC999001;Decisive arguments for State Capitalism.;;;;;;;;;;;;;
EVTOPTC999002;Let the people have their faith.;;;;;;;;;;;;;
EVTOPTC999003;Let them have full citizenship.;;;;;;;;;;;;;
EVTOPTC999004;War between countries is never good.;;;;;;;;;;;;;
EVTOPTC999010;Support the Liberal parties!;;;;;;;;;;;;;
EVTOPTC999040;A reform is long past due - issue a new voting right.;;;;;;;;;;;;;
EVTOPTC999041;We shall do this right away!;;;;;;;;;;;;;
EVTOPTC999042;Better now than later.;;;;;;;;;;;;;
EVTOPTC999043;Equal votes for equal chances - NOW!;;;;;;;;;;;;;
EVTOPTC999049;Do not get involved in the debate.;;;;;;;;;;;;;
EVTOPTC999050;Social reform can be achieved without radicalism.;;;;;;;;;;;;;
EVTOPTC640000;Hej, Slovani!;;;;;;;;;;;;;
EVTOPTC35407;Bull Reaffirming Papal Infallibility;;;;;;;;;;;;;
EVTOPTC35408;It's been a while since we've had a crusade...;;;;;;;;;;;;;
EVTOPTC96016;We have no interest in their colonies. §GLose 2 infamy§W;Nous ne voulons pas les colonies;Wir wünschen nicht die Kolonien;;;;;;;;;;;
EVTOPTC96071;We will skip the current colony.;;;;;;;;;;;;;
EVTOPTC140001;Discredit the preacher, and hopefully reduce the impact of his message.;;;;;;;;;;;;;
EVTOPTC140401;Nationalize the mine.;;;;;;;;;;;;;
EVTOPTC140501;Throw him in jail for deviant behavior.;;;;;;;;;;;;;
EVTOPTC141001;Falsify a rape investigation to calm the masses.;;;;;;;;;;;;;
EVTOPTC555084;Aid the AI with tax income;;;;;;;;;;;;;
EVTOPTC23212;A colonized comet would make a fine satellite!;;Ein kolonisierter Komet würde einen vorzüglichen Satellietenstaat abgeben!;;;;;;;;;;;
EVTOPTC530001;We can't afford anything right now.;;;;;;;;;;;;;
EVTOPTC34627;Hessen will remain outside of $COUNTRY$;;;;;;;;;;;;;
EVTOPTC441256;Alki is a fine name.;;;;;;;;;;;;;
EVTOPTC202000;Hand Sardinia-Piedmont Lombardy to prevent a republic from forming.;;;;;;;;;;;;;
EVTOPTC34615;We´ll give up our claim in Neuchatel, but we want some territorial compensation.;;;;;;;;;;;;;
EVTOPTC477700;A mixed approach is best.;;;;;;;;;;;;;
EVTOPTC477702;Focus on the logging industry;;;;;;;;;;;;;
EVTOPTC4777023;Focus on the rubber industry;;;;;;;;;;;;;
EVTOPTC4777024;Focus on the wood industry;;;;;;;;;;;;;
EVTOPTC477709;Focus on fruit production;;;;;;;;;;;;;
EVTOPTC477710;Focus on rubber production;;;;;;;;;;;;;
EVTOPTC477711;Focus on tea and tropical wood;;;;;;;;;;;;;
EVTOPTC477713;Focus on tea production;;;;;;;;;;;;;
EVTOPTC14730;Support the League;Soutenir la ligue;Unterstützt die Liga;;Apoyad a la Liga.;;;;;;;;;
EVTOPTC14000;Let the debate take its own course, and let the chips fall where they may!;Laissons le débat se poursuivre tranquillement et nous aviserons !;Lasst die Debatte ihren Lauf nehmen - egal, wie sie ausgeht!;;¡Que el debate siga su propio camino, y que sea lo que Dios quiera!;;;;;;;;;
EVTOPTC14010;Decisive arguments for State Capitalism;Arguments décisifs en faveur du capitalisme d'État;Entscheidende Argumente für Staatskapitalismus;;Argumentos decisivos para el capitalismo de estado;;;;;;;;;
EVTOPTC14020;Let the people have their faith.;Les gens sont libres de leurs croyances.;Lasst die Leute ihren Glauben haben.;;Dejad que la gente tenga su fe.;;;;;;;;;
EVTOPTC14030;Let them have full citizenship.;Ils doivent devenir des citoyens à part entière.;Sie sollen volle Bürgerrechte genießen.;;Dejémosles ser ciudadanos de pleno derecho.;;;;;;;;;
EVTOPTC14040;War between countries is never good.;La guerre n'est jamais une bonne solution.;Ein Krieg zwischen Ländern ist nie gut.;;¡La guerra entre países nunca es buena!;;;;;;;;;
EVTOPTC14050;Leave the tariffs as they were.;Ne pas modifier les droits de douane;Lasst die Zölle so, wie sie sind.;;Dejar los aranceles como estaban.;;;;;;;;;
EVTOPTC14060;Free trade is our best guarantor of prosperity;Le libre échange est notre meilleur gagne de prospérité.;Die Handelsfreiheit ist unser bester Garant für Wohlstand.;;El libre comercio es nuestro mejor garante de prosperidad.;;;;;;;;;
EVTOPTC14070;Let do and let pass, the world goes on by itself. No monopoly.;Laissons faire, le monde suit sa propre voie. Pas de monopole.;Was man auch macht, die Welt nimmt doch ihren Lauf. Kein Monopol.;;Vive y deja vivir, el mundo seguirá por su cuenta. Nada de monopolios.;;;;;;;;;
EVTOPTC14080;We will deal with it if the production quota becomes a problem.;Nous interviendrons si les quotas de production posent problème.;Wir werden entsprechende Schritte einleiten, sollte die Produktionsquote zu einem Problem werden.;;Si la cuota de producción se convierte en un problema, lo solucionaremos.;;;;;;;;;
EVTOPTC14090;Some measure might be considered;Certains mesures devraient être prises en compte.;So etwas könnte man sich überleben.;;Debería considerarse tomar alguna medida.;;;;;;;;;
EVTOPTC14100;We will have a look at it.;Nous allons y jeter un coup d'?il.;Diese Angelegenheit werden wir untersuchen.;;Lo estudiaremos.;;;;;;;;;
EVTOPTC14110;Interesting.;Intéressant.;Interessant.;;Interesante.;;;;;;;;;
EVTOPTC14120;Some measure of secularization is essential;Certaines mesures de laïcisation sont essentielles.;Einige Säkularisationsmaßnahmen sind unerlässlich.;;Es esencial tomar alguna media de secularización.;;;;;;;;;
EVTOPTC14130;That is regrettable.;C'est regrettable.;Das ist bedauerlich.;;Eso es lamentable.;;;;;;;;;
EVTOPTC14140;This issue must fundamentally be left to popular sovereignty;Cette question doit être laissée à la charge de la souveraineté populaire.;Dieses Problem muss vom Volk selbst entschieden werden.;;Este asunto debe dejarse en manos de la soberanía popular.;;;;;;;;;
EVTOPTC14150;We'll see what we can do.;Nous allons voir ce que nous pouvons faire.;Mal sehen, was machbar ist.;;Veremos que podemos hacer.;;;;;;;;;
EVTOPTC14160;Limited citizenship should be the guiding principle;La citoyenneté limitée doit correspondre au principe de base.;Eingeschränkte Bürgerrechte sollten hier das Grundprinzip sein.;;La ciudadanía limitada debería ser el principio guía;;;;;;;;;
EVTOPTC14170;We essentially endorse full citizenship;Nous approuvons globalement la pleine citoyenneté.;Prinzipiell unterstützen wir volle Bürgerrechte.;;Esencialmente, aprobamos la ciudadanía plena.;;;;;;;;;
EVTOPTC14180;There is no need for increased defense spending;Il n'est inutile d'augmenter le budget de la défense.;Die Erhöhung des Verteidigungshaushalts ist unmöglich.;;No hay necesidad de aumentar el gasto en defensa.;;;;;;;;;
EVTOPTC14190;We will see how much we can spend on their food.;Nous allons voir combien nous pouvons dépenser pour les nourrir.;Mal sehen, wie viel wir für ihre Verpflegung ausgeben können.;;Veremos cuánto podemos gastar en su comida.;;;;;;;;;
EVTOPTC14200;We could perhaps do something about that.;Nous pourrions peut-être y remédier.;Vielleicht sollten wir diesbezüglich etwas unternehmen.;;Quizás podríamos hacer algo al respecto.;;;;;;;;;
EVTOPTC14210;The pen is mightier than the sword.;Le crayon est plus puissant que l'épée.;Die Feder ist schärfer als das Schwert.;;La pluma es más poderosa que la espada.;;;;;;;;;
EVTOPTC17050;Clearly a sign that this public meetings nonsense has been going on for far too long;Il est clair que l'absurdité de ces réunions publiques a dépassé les bornes.;Eindeutig ein Zeichen dafür, dass dieser öffentliche Versammlungsunsinn schon viel zu lange läuft.;;Una clara señal de que estos encuentros públicos ya han llegado demasiado lejos.;;;;;;;;;
EVTOPTC3000;I, frankly, do not see the problem.;Honnêtement, je ne vois pas où est le problème.;Ehrlich gesagt, ich sehe das Problem nicht.;;Francamente, no veo cuál es el problema.;;;;;;;;;
EVTOPTC3001;Ignore the matter completely;Ignorer le problème;Die Sache komplett ignorieren;;Ignorad el asunto completamente.;;;;;;;;;
EVTOPTC3003;Hope the issue dissipates;Attendre dans l'espoir que la polémique se calme;Hoffen, dass das Problem von alleine weggeht;;Esperad a que el asunto se olvide.;;;;;;;;;
EVTOPTC3004;Why is this on my desk?;Qu'est-ce que ça fait sur mon bureau ?;Warum ist das auf meinem Schreibtisch?;;¿Qué hace esto en mi mesa?;;;;;;;;;
EVTOPTC3005;Seek local funders for a sanitarium;Rechercher des sources de financement locales pour ouvrir un sanatorium;Lokale Spender für Sanitarium suchen;;Buscad inversores locales para un sanatorio.;;;;;;;;;
EVTOPTC3102;But I saw him at the lodge last week...?;Mais je l'ai vu à la loge la semaine dernière... ?;Aber ich sah ihn doch erst letzte Woche bei den Freimaurern ...?;;¿No me lo encontré en la logia la semana pasada?;;;;;;;;;
EVTOPTC3201;Set him free;Le libérer;Lasst ihn frei;;Liberadle;;;;;;;;;
EVTOPTC3300;Ignore the issue completely;Ignorer la question;Die Sache komplett ignorieren;;Ignorad el asunto completamente.;;;;;;;;;
EVTOPTC3301;They have pensions?!;Ils ont des pensions ?!;Es gibt Renten?!;;¡¿Tenían pensiones?!;;;;;;;;;
EVTOPTC3302;On the contrary, we need to reverse direction;Au contraire, nous devons changer de direction.;Ganz im Gegenteil, wir müssen die Richtung ändern;;Por el contrario, tenemos que invertir la situación.;;;;;;;;;
EVTOPTC3303;Make light of the situation;Éclaircir la situation;Situation herunterspielen;;Esclareced la situación.;;;;;;;;;
EVTOPTC3305;I would prefer no reforms at all;Je préférerais qu'il n'y ait aucune réforme.;Ich hätte am liebsten gar keine Reformen;;Preferiría no hacer ninguna reforma.;;;;;;;;;
EVTOPTC3307;Did I really say that? Did I? Me?;C'est moi qui ai dit ça ? Vraiment ? C'est sûr ?;Hab ich das wirklich gesagt? Echt? Ich?;;¿De verdad dije eso? ¿En serio? ¿Yo?;;;;;;;;;
EVTOPTC3400;Build local reform support;Recueillir des soutiens pour entreprendre une réforme locale;Lokale Unterstützung für Reformen zusammentrommeln;;Buscad apoyo para una reforma local.;;;;;;;;;
EVTOPTC3401;Yes, this could be the time for it;Oui, le moment est peut-être bien choisi.;Ja, so langsam ist es wohl an der Zeit;;Sí, podría ser el momento adecuado.;;;;;;;;;
EVTOPTC3402;Form coalitions in favor of unemployment benefits;Former des coalitions en faveur des allocations chômage;Arbeitslosengelder unterstützende Koalitionen gründen;;Formad coaliciones a favor de los subsidios de desempleo.;;;;;;;;;
EVTOPTC3403;What do they want? A lashing? Fine.;Que veulent-ils ? Des coups de fouet ? D'accord.;Was wollen sie? Ein paar Hiebe mit der Neunschwänzigen? OK.;;¿Qué es lo que quieren? ¿Unos latigazos? Bien.;;;;;;;;;
EVTOPTC3601;The safety regulations should be followed.;Les règles de sécurité doivent être respectées.;Die Sicherheitsvorschriften müssen beachtet werden.;;Hay que seguir la normativa de seguridad.;;;;;;;;;
EVTOPTC3602;Great invention!;Excellente invention !;Tolle Erfindung!;;¡Un gran invento!;;;;;;;;;
EVTOPTC3603;I agree with the workers.;Je suis d'accord avec les ouvriers.;Ich stimme mit den Arbeitnehmern überein.;;Estoy de acuerdo con los obreros.;;;;;;;;;
EVTOPTC3701;We should consider legislation to ban this devilish invention;Nous devrions songer à légiférer pour interdire cette diabolique invention.;Wir sollten Gesetze verabschieden, um diese teuflische Erfindung zu verbannen;;Deberíamos redactar una legislación para acabar con este diabólico invento.;;;;;;;;;
EVTOPTC3702;More free time! Less work! (...it applies to rulers to, right?);Plus de temps libre ! Moins de travail ! (... cela s'applique aussi aux dirigeants, n'est-ce pas ?);Mehr Freizeit! Weniger Arbeit! (...das gilt auch für Herrscher, nicht wahr?);;¡Más tiempo libre! ¡Y menos trabajo! ¿Se aplica también a los dirigentes?;;;;;;;;;
EVTOPTC3703;Entirely false, we should support our unions;Totalement faux, nous devrions soutenir nos syndicats.;Komplett falsch, wir sollten unsere Gewerkschaften unterstützen;;Es totalmente falso. hemos de apoyar a nuestros sindicatos.;;;;;;;;;
EVTOPTC3800;Push forward with reform;Faire avancer la réforme.;Reform durchprügeln;;Seguid adelante con la reforma.;;;;;;;;;
EVTOPTC3801;Thick books give me headaches too;Les gros livres me donnent mal à la tête.;Dicke Bücher bereiten mir auch Kopfschmerzen;;Los libros gruesos me dan dolor de cabeza;;;;;;;;;
EVTOPTC3802;We need to push forward with reform;Nous devons réformer.;Wir müssen die Reform durchprügeln;;Tenemos que continuar adelante con la reforma.;;;;;;;;;
EVTOPTC3803;We'll keep the minimum wages as they are.;Conservons les salaires minimum tels quels.;Wir lassen die Mindestlöhne, wo sie sind.;;Mantendremos los salarios mínimos tal y como están.;;;;;;;;;
EVTOPTC3900;Now might, indeed, be the time to allow for some changes;Il est peut-être temps de procéder à quelques changements, en effet.;Nun könnte es in der Tat an der Zeit für Änderungen sein.;;Ahora podría ser el momento ideal para permitir algunos cambios.;;;;;;;;;
EVTOPTC3901;The principles of liberty should guide our policy;Les principes de liberté devraient guider notre politique.;Die Prinzipien der Freiheit sollten unsere Politik leiten.;;Los principios de libertad deberían guiar nuestra política.;;;;;;;;;
EVTOPTC3902;Shut them down and ban them;La dissoudre et l'interdire;Schließt sie und verbietet sie;;Suprimidla y prohibidla.;;;;;;;;;
EVTOPTC3903;Red-light the practices;Empêcher ces pratiques;Verbieten;;Luz roja a las prácticas.;;;;;;;;;
EVTOPTC4000;Oppose the movement;S'opposer au mouvement;Bewegung widersetzen;;Oponeos al movimiento.;;;;;;;;;
EVTOPTC4103;You, the people, deserve the credit;La population l'a bien mérité.;Ihr, das Volk, verdient das Lob.;;Vosotros, el pueblo, merecéis el reconocimiento.;;;;;;;;;
EVTOPTC4202;No reform at this point;Pas de réforme pour le moment;Jetzt erst mal keine Reform.;;No hagáis reformas en este momento.;;;;;;;;;
EVTOPTC4418;We shall issue some restrictions;;;;;;;;;;;;;
EVTOPTC4419;Send military relief;Envoyer des renforts militaires;Militärhilfe schicken;;Enviad ayuda militar.;;;;;;;;;
EVTOPTC23200;We want no part of this fool's parade.;Nous ne participerons pas à cette bouffonnerie.;Wir wollen nicht an diesem Narrenrennen teilnehmen.;Debemos considerar esta proposición.;No queremos tener nada que ver con este circo.;;;;;;;;;
EVTOPTC23204;Is there anything worth discovering in the frozen north?;Y a-t-il quelque chose qui vaille la peine d'être découvert dans ces régions glacées ?;Gibt es im ewigen Eis des Nordes etwas Erforschenswertes?;La Royal Geographic Society ha anunciado una recompensa para la expedición que consiga alcanzar el Polo Norte.;¿Hay algo digno de ser descubierto en el helado norte?;;;;;;;;;
EVTOPTC23208;We do not need to rediscover penguins. ;Inutile d'aller découvrir à nouveau des pingouins. ;Wir müssen die Pinguine nicht noch mal entdecken.;La Royal Geographic Society ha anunciado una recompensa para la expedición que consiga alcanzar el Polo Sur.;No tenemos necesidad de redescubrir a los pingüinos. ;;;;;;;;;
EVTOPTC12050;Blame local bureaucrats;Blâmer les bureaucrates locaux;Lokale Bürokraten beschuldigen.;;Culpad a los burócratas locales.;;;;;;;;;
EVTOPTC12220;Our merchants need the tea;Nos marchands ont besoin du thé;Unsere Kaufleute brauchen den Tee.;;Nuestros comerciantes necesitan el té.;;;;;;;;;
EVTOPTC12250;Prioritize saving the poor neighborhoods;Sauver en priorité les quartiers pauvres.;Zuerst die armen Viertel retten.;;Primero salvad los barrios más pobres.;;;;;;;;;
EVTOPTC12270;The designer's head on a plate!;La tête du styliste sur un plateau !;Her mit dem Kopf des Designers!;;¡Quiero la cabeza del diseñador en un plato!;;;;;;;;;
EVTOPTC13050;Close the trade station;Fermer le comptoir;Handelsstation schließen;;Cerrad el emplazamiento comercial.;;;;;;;;;
EVTOPTC13080;Expel the foreigners!;Chassons les étrangers !;Ausländer raus!;;¡Expulsad a los extranjeros!;;;;;;;;;
EVTOPTC13230;This is nonsense, he put himself in harm's way!;C'est absurde, il s'est lui-même mis en danger !;Das ist Unsinn, er hat sich selbst in Gefahr gebracht!;;¡Simplemente estaba en el lugar equivocado!;;;;;;;;;
EVTOPTC13300;Signal a welcome;Envoyer un signal de bienvenue;Willkommenssignal geben;;Hacerle señales de bienvenida;;;;;;;;;
EVTOPTC14500;We best save even more water, should the situation persist.;Mieux vaut économiser l'eau au cas où la sécheresse persiste.;Wir sollten noch mehr Wasser sparen,für den Fall, dass die Dürre anhält.;;Será mejor que reservemos más agua, por si la situación persiste.;;;;;;;;;
EVTOPTC14510;A conservative upper house ensures colonial order;Une Chambre haute conservatrice garantit l'ordre colonial.;Ein konservatives Oberhaus versichert Ordnung in den Kolonien.;;Una cámara alta conservadora asegura el orden colonial;;;;;;;;;
EVTOPTC15060;Let sleeping dogs lie;Ne réveillez pas le chat qui dort.;Schlafende Hunde soll man nicht wecken.;;Dejemos las cosas como están;;;;;;;;;
EVTOPTC15140;Favor the artisans;Favoriser les artisans;Handwerker bevorzugen.;;Favoreced a los artesanos;;;;;;;;;
EVTOPTC15190;Intervene immediately;Intervenir immédiatement;Sofort intervenieren;;Intervengamos de inmediato;;;;;;;;;
EVTOPTC22020;We must first secure a majority in the upper house;Il nous faut d'abord obtenir la majorité à la Chambre haute;Wir müssen uns erst im Oberhaus die Mehrheit sichern;;Primero tenemos que asegurarnos una mayoría en la cámara alta;;;;;;;;;
